cx,cy,cz,A2,a,b,theta,R3,R4,E,E_i01,E_i02,E_ip1,E_ip2,E_ip3,E_ip4,E_it1,E_it2,E_it3,E_it4,machine_type,status,file_name
1.5,-0.9,13.2,-0.75,7.4,5.8,25.5,2.1,1.9,-5.34581730311038,-0.9401768976822495,-1.6439394027693195,-0.0998732364969328,-0.3196686542360112,-0.0467294146073982,-0.3257868767250329,-0.082184357161168,-0.1544885693583637,-1.9733030864736063,-1.4477540488587692,2,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=-0.75_cx=1.5_cy=-0.9_cz=13.2.log
1.5,-0.9,13.2,-1.25,7.4,5.8,25.5,2.1,1.9,-5.411672595364507,-1.035233367467299,-1.688508928171359,-0.0983446221798658,-0.3370795466471463,-0.0475163122173398,-0.3146021383581683,-0.0821586294332519,-0.1543555373209528,-1.9648768822080456,-1.4496390888816677,1,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=-1.25_cx=1.5_cy=-0.9_cz=13.2.log
1.4,-1.0,13.1,-0.75,7.4,5.8,25.5,2.1,1.9,-5.047253693162929,-0.1031613890081644,-1.6250676671043038,-0.1105321215000003,-0.3224723689490929,-0.0564796652179211,-0.3252923989202827,-0.0904756467207335,-0.164164773770608,-1.99035253317561,-1.530757934146095,2,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=-0.75_cx=1.4_cy=-1.0_cz=13.1.log
1.4,-1.0,13.1,-1.25,7.4,5.8,25.5,2.1,1.9,-5.172667214181274,-0.2779116288293153,-1.712782269809395,-0.1087462281575426,-0.3395908417878672,-0.0575112914666533,-0.3141252308851108,-0.0904279560782015,-0.1640480567584745,-1.9809254505089484,-1.5319320053677077,1,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=-1.25_cx=1.4_cy=-1.0_cz=13.1.log
1.4,-1.0,13.2,-0.75,7.4,5.8,25.5,2.1,1.9,-5.196238372183871,-0.6386633625952527,-1.6317732388852164,-0.1029505456099286,-0.3029166472842917,-0.0508760007796809,-0.3126518374774605,-0.0856224843882955,-0.1567494879709556,-1.9864218106376936,-1.44752877287101,2,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=-0.75_cx=1.4_cy=-1.0_cz=13.2.log
1.4,-1.0,13.2,-1.25,7.4,5.8,25.5,2.1,1.9,-5.282570570940152,-0.7610365978907794,-1.6860490889521316,-0.1013817705679684,-0.3189206623937934,-0.0517582797911018,-0.3019628322217613,-0.0855973841389641,-0.1566528514958918,-1.980503763945308,-1.4492619554512205,1,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=-1.25_cx=1.4_cy=-1.0_cz=13.2.log
1.4,-1.0,13.3,-0.75,7.4,5.8,25.5,2.1,1.9,-5.18537052674219,-0.9658157012891024,-1.5918912133201957,-0.0958734879968687,-0.2842821102822199,-0.0458935713395476,-0.3003915470326319,-0.081025346298702,-0.1495977565064095,-1.9576906377915293,-1.354982970515266,2,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=-0.75_cx=1.4_cy=-1.0_cz=13.3.log
1.4,-1.0,13.3,-1.25,7.4,5.8,25.5,2.1,1.9,-5.242496527265757,-1.0492670012172312,-1.6214682698482648,-0.0945168111938983,-0.2992632840760052,-0.046593872597441,-0.2901392886415124,-0.0810203261789865,-0.1495262204553,-1.954358559625689,-1.3569671572186053,1,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=-1.25_cx=1.4_cy=-1.0_cz=13.3.log
1.4,-0.9,13.1,-0.75,7.4,5.8,25.5,2.1,1.9,-5.077631452237256,-0.2147088217316195,-1.527798597002402,-0.1067243907600641,-0.3531776882009581,-0.053881773725152,-0.3454291947418824,-0.0894735134206712,-0.1686520975781604,-2.008840233029332,-1.5098053751280531,2,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=-0.75_cx=1.4_cy=-0.9_cz=13.1.log
1.4,-0.9,13.1,-1.25,7.4,5.8,25.5,2.1,1.9,-5.191869647533167,-0.3439093654742464,-1.6347024557180705,-0.1049874429591,-0.3729354680981487,-0.0548318239161744,-0.3334073581499979,-0.0894383726990781,-0.1685046327766031,-1.9994746461161408,-1.5120650387834758,1,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=-1.25_cx=1.4_cy=-0.9_cz=13.1.log
