a,cx,cz,cy,b,theta,R3,R4,E,E_t1,E_t2,E_i01,E_i02,E_ip1,E_ip2,E_ip3,E_ip4,E_it1,E_it2,E_it3,E_it4,machine_type,status,file_name
7.3,-2.0,17.9,0.4,5.9,25.5,2.2,2.1,-4.427221102290787,,,-1.6913088776636869,-1.8468058556318283,-0.0177836334332823,-0.7124685789458454,-0.0639683692716062,-0.8979730850551277,-0.1255647510988637,-1.067344309296459,-0.4414344597607851,-0.1777233821339905,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-2.0_cy=0.4_cz=17.9.log
7.3,1.5,18.4,-1.0,5.9,25.5,2.2,2.1,-4.825454635545611,,,-1.1205383318010718,-1.4157504113391042,-0.070971380919218,-0.2326305073220282,-0.0255145565606653,-0.2960215674247592,-0.0678275558166205,-0.1400100311730057,-1.9250814529368647,-1.1118222179356962,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=1.5_cy=-1.0_cz=18.4.log
7.3,0.0,18.3,-2.1,5.9,25.5,0.0,0.0,-3.172533682663925,,,-0.7429153642151505,-0.7429090891964734,-0.7272338892798871,-0.0610127972904592,-0.7272276140283793,-0.0610127972904592,-0.6501380105037242,-0.170550943003036,-0.170550943003036,-0.6501380105037242,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.0_cy=-2.1_cz=18.3.log
7.3,0.2,18.6,1.3,5.9,25.5,2.2,2.1,-5.507172087323852,,,-1.1003952610772103,-1.004436431452632,-0.0226280107162892,-1.728727299021557,-0.019264557166025,-1.7303839256055653,-0.0492846353445202,-0.3781563512748107,-2.046768192318268,-0.2300451658666134,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.2_cy=1.3_cz=18.6.log
7.3,-1.9,17.8,-0.1,5.9,25.5,0.0,0.0,-4.606798776541837,,,-1.5953123979270458,-1.523638205602765,-0.1682605314999818,-0.2337788504082709,-0.2591490799095481,-0.143260532990098,-1.1231550485827029,-1.1168736735126004,-0.198531613801606,-0.2065386414760723,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-1.9_cy=-0.1_cz=17.8.log
7.3,-2.0,18.0,0.4,5.9,25.5,2.2,2.1,-4.339300675783306,,,-1.7095756938215343,-1.7862762410659343,-0.0161521071568131,-0.6872803273145109,-0.0605547148734331,-0.8617845834232867,-0.1144076231867075,-1.06592613668181,-0.4275790387764573,-0.1705760433105752,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-2.0_cy=0.4_cz=18.0.log
7.3,1.5,18.2,-0.9,5.9,25.5,2.2,2.1,-5.082558033289388,,,-0.9810491339303552,-1.545186899136752,-0.0793549146037548,-0.287863937439397,-0.0302522568963468,-0.3396523378323763,-0.0749811698915436,-0.1579066164558753,-1.948136170511134,-1.2698543365113435,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=1.5_cy=-0.9_cz=18.2.log
7.3,0.2,18.4,1.4,5.9,25.5,2.2,2.1,-5.7292039503809065,,,-1.0770581639371812,-0.808734887978062,-0.0248619462363421,-1.8141188598237927,-0.0213353398721665,-1.924259414896369,-0.0541729383403435,-0.4474146299762651,-2.142130887019448,-0.2503011886728927,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.2_cy=1.4_cz=18.4.log
7.3,0.0,18.4,-2.1,5.9,25.5,0.0,0.0,-3.117413204396144,,,-0.868423639331013,-0.868423639331013,-0.6677835918962955,-0.0579881989397108,-0.6677835918962955,-0.0579881989397108,-0.6004329435527325,-0.1611759435618296,-0.1611759435618296,-0.6004329435527325,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.0_cy=-2.1_cz=18.4.log
7.3,-1.9,17.9,-0.1,5.9,25.5,0.0,0.0,-4.62815294181928,,,-1.690348787466064,-1.652930366108194,-0.1547502411995083,-0.2224271947052329,-0.2461972732562571,-0.1324736361857503,-1.1104165954748169,-1.0798819588962942,-0.1903488833922892,-0.1979417545953765,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-1.9_cy=-0.1_cz=17.9.log
7.3,-2.0,17.8,0.5,5.9,25.5,2.2,2.1,-4.397370451479219,,,-1.4747740018647164,-1.8915724190883336,-0.0186119466088712,-0.7831764055881649,-0.065267315134406,-0.9389118375256658,-0.1326054133241996,-1.0346008375054223,-0.4629141270415857,-0.1810931107029318,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-2.0_cy=0.5_cz=17.8.log
7.3,1.5,18.4,-0.9,5.9,25.5,2.2,2.1,-4.89556632831227,,,-1.189464030554518,-1.415668835164979,-0.0689319733064621,-0.2534701141994446,-0.0245921169407665,-0.3138805020134896,-0.0670996443368494,-0.1437876413110643,-1.9677082074340435,-1.0839670491404831,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=1.5_cy=-0.9_cz=18.4.log
7.3,0.2,18.6,1.4,5.9,25.5,2.2,2.1,-5.560726927942596,,,-1.1251191548071802,-1.0111445137299595,-0.0219063740223646,-1.7365837241522968,-0.0186495971865952,-1.793542806757614,-0.0479417638853192,-0.3847954069497064,-2.054417539271526,-0.2200991325080394,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.2_cy=1.4_cz=18.6.log
7.3,0.0,18.2,-2.0,5.9,25.5,0.0,0.0,-3.114388606278226,,,-0.5190260712988675,-0.5190260712988675,-0.7588290178682655,-0.0674698750954121,-0.7588290178682655,-0.0674698750954121,-0.6953940318198875,-0.1891377891879528,-0.1891377891879528,-0.6953940318198875,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.0_cy=-2.0_cz=18.2.log
7.3,-1.9,17.7,0.0,5.9,25.5,0.0,0.0,-4.438604133902118,,,-1.336495898431167,-1.336495898431167,-0.1680660033598542,-0.2586658971849829,-0.2587035477627069,-0.1680660033598542,-1.1264745766529811,-1.1264683016343042,-0.2112073156749829,-0.2112073156749829,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-1.9_cy=0.0_cz=17.7.log
7.3,-2.0,18.0,0.5,5.9,25.5,2.2,2.1,-4.379630743991584,,,-1.6622300643939525,-1.7872426067478957,-0.0153802700806409,-0.7289658170193434,-0.0585843336302787,-0.906017763307318,-0.1101656554965302,-1.0887863258831203,-0.4345192995388061,-0.1669490354834124,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-2.0_cy=0.5_cz=18.0.log
7.3,1.5,18.2,-0.8,5.9,25.5,2.2,2.1,-5.066415338194929,,,-1.0740523911081254,-1.508094783173874,-0.0769452762324363,-0.315210822969675,-0.0290348876733332,-0.3607178484089672,-0.0741089308867231,-0.1621297587407753,-1.9106549982680008,-1.2374936455162242,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=1.5_cy=-0.8_cz=18.2.log
7.3,0.2,18.4,1.5,5.9,25.5,2.2,2.1,-5.658856942085549,,,-1.1293422973249108,-0.8274974368978292,-0.0240399080794304,-1.6650726844090968,-0.0206199786625802,-1.915838230634108,-0.0526355388574302,-0.4553965572267771,-2.120644944603555,-0.2389746333938092,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.2_cy=1.5_cz=18.4.log
7.3,0.0,18.4,-2.0,5.9,25.5,0.0,0.0,-3.126179518643766,,,-0.9022840787656604,-0.9022840787656604,-0.63764428650029,-0.0608872952871024,-0.63764428650029,-0.0608872952871024,-0.5939758653985336,-0.1687060636468231,-0.1687060636468231,-0.5939758653985336,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.0_cy=-2.0_cz=18.4.log
7.3,-1.9,17.9,0.0,5.9,25.5,0.0,0.0,-4.630703769624233,,,-1.6721321719232949,-1.6721321719232949,-0.1429154025390744,-0.2339482782408595,-0.2340361294336617,-0.1429154025390744,-1.0966866767266763,-1.0966866767266763,-0.1941453189356252,-0.1941453189356252,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-1.9_cy=0.0_cz=17.9.log
7.3,-2.0,17.8,0.6,5.9,25.5,2.2,2.1,-4.35112296405714,,,-1.3356362096965313,-1.9136858712881804,-0.0177020570263266,-0.8314256493467838,-0.0630459296517074,-0.91292664851062,-0.1273970800684765,-1.039445214672014,-0.4699736144393682,-0.1770958721172064,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-2.0_cy=0.6_cz=17.8.log
7.3,1.5,18.3,-0.8,5.9,25.5,2.2,2.1,-5.04975808551535,,,-1.207166087348014,-1.476349052041769,-0.0717808690387755,-0.2957203625701368,-0.0262173677328974,-0.3466804497875273,-0.0701179675525054,-0.1547125903889536,-1.967275225440972,-1.145695207873359,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=1.5_cy=-0.8_cz=18.3.log
7.3,0.2,18.5,1.5,5.9,25.5,2.2,2.1,-5.651515075354837,,,-1.1623053976800293,-0.9610190147068352,-0.0225966351572424,-1.6832453743554652,-0.019302207743749,-1.8747049502562727,-0.0495293643325567,-0.4220820511691272,-2.094025970553048,-0.2242908993503078,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.2_cy=1.5_cz=18.5.log
7.3,0.0,18.2,-1.9,5.9,25.5,0.0,0.0,-3.10475005232729,,,-0.5360441424418241,-0.5360441424418241,-0.7275037185754627,-0.0709713811520487,-0.7275037185754627,-0.0709713811520487,-0.6869289218448102,-0.1981864832341671,-0.1981864832341671,-0.6869289218448102,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.0_cy=-1.9_cz=18.2.log
7.3,-1.9,17.7,0.1,5.9,25.5,0.0,0.0,-4.430568867828697,,,-1.2710905310232192,-1.396291326265782,-0.1549824199173599,-0.2726781952660531,-0.2456387893762439,-0.1828062131535262,-1.1374811019049955,-1.1089670475339517,-0.2153928073821589,-0.2069841735064983,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-1.9_cy=0.1_cz=17.7.log
7.3,-2.0,17.9,0.6,5.9,25.5,2.2,2.1,-4.438183701597154,,,-1.5206889086402953,-1.864934619748965,-0.016108181560412,-0.80234683630988,-0.059770327527076,-0.9287461752537638,-0.116189751541242,-1.1001254314323887,-0.4554781334009021,-0.1700928607024252,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-2.0_cy=0.6_cz=17.9.log
7.3,1.5,18.4,-0.8,5.9,25.5,2.2,2.1,-4.929593058302999,,,-1.2429655329324305,-1.4106424800120294,-0.0669490417931228,-0.2771837171167135,-0.0237010528799146,-0.333050932502374,-0.0663403571816161,-0.1475778018357232,-1.9832955559249967,-1.05513296474237,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=1.5_cy=-0.8_cz=18.4.log
7.3,0.2,18.6,1.5,5.9,25.5,2.2,2.1,-5.532128160004504,,,-1.1338540939614177,-1.0018636407330632,-0.0212161131203174,-1.6678023531567303,-0.0180471874773502,-1.8203814094886184,-0.046605167677626,-0.3911834589671343,-2.0522526297718287,-0.2105045046191662,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.2_cy=1.5_cz=18.6.log
7.3,0.0,18.3,-1.9,5.9,25.5,0.0,0.0,-3.1814286364242435,,,-0.8035704807844013,-0.8035642055328935,-0.6657504593022168,-0.0673945739399641,-0.6657504593022168,-0.0673945739399641,-0.6352911238791421,-0.1870670061325654,-0.1870670061325654,-0.6352911238791421,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.0_cy=-1.9_cz=18.3.log
7.3,-1.9,17.8,0.1,5.9,25.5,0.0,0.0,-4.606817601947114,,,-1.523638205602765,-1.5953123979270458,-0.143260532990098,-0.2591302543878555,-0.2338478767778724,-0.1682605314999818,-1.1168736735126004,-1.1231487735640258,-0.2065386414760723,-0.198531613801606,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-1.9_cy=0.1_cz=17.8.log
7.3,-2.0,18.0,0.6,5.9,25.5,2.2,2.1,-4.402089326642454,,,-1.593618120998144,-1.7859562109224498,-0.0146335330791771,-0.7737637558020651,-0.0566641530022025,-0.9295682136435062,-0.1059989891946315,-1.1143950088880956,-0.441290132352151,-0.163303202483803,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-2.0_cy=0.6_cz=18.0.log
7.3,1.6,18.2,-1.0,5.9,25.5,2.2,2.1,-5.05181004293263,,,-0.9782378892414272,-1.5988515543285755,-0.0824046132620424,-0.2529367306269705,-0.0301518554333597,-0.3141126807313412,-0.073776350589469,-0.1477472294354811,-1.877817399799824,-1.3241214012959972,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=1.6_cy=-1.0_cz=18.2.log
7.3,0.3,18.4,1.3,5.9,25.5,2.2,2.1,-5.687427472439595,,,-1.06059230142273,-0.7201555764768273,-0.0265875987242907,-1.819860576186329,-0.0211408119648695,-1.8631273910868915,-0.0551330287707969,-0.4157755757914856,-2.1895267171785235,-0.2712600227678194,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.3_cy=1.3_cz=18.4.log
7.3,0.0,18.4,-1.9,5.9,25.5,0.0,0.0,-3.134616391034797,,,-0.937876446172595,-0.937876446172595,-0.6060868087224662,-0.063962094252929,-0.6060805334709585,-0.063962094252929,-0.5868159765377641,-0.1765311132185161,-0.1765311132185161,-0.5868159765377641,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.0_cy=-1.9_cz=18.4.log
7.3,-1.9,17.9,0.1,5.9,25.5,0.0,0.0,-4.628143529174849,,,-1.652930366108194,-1.690348787466064,-0.1324736361857503,-0.2461407973896712,-0.2224648452829569,-0.1547502411995083,-1.0798819588962942,-1.1104165954748169,-0.1979417545953765,-0.1903488833922892,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-1.9_cy=0.1_cz=17.9.log
7.3,-1.9,17.8,0.4,5.9,25.5,2.2,2.1,-4.392940230667591,,,-1.3243033790495249,-1.7145455728750676,-0.0206701792776584,-0.7704191273078322,-0.067444774787873,-0.959682418499142,-0.1373682142002508,-1.1438628785545006,-0.4889181413454935,-0.1942582706687972,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-1.9_cy=0.4_cz=17.8.log
7.3,1.6,18.3,-1.0,5.9,25.5,2.2,2.1,-4.99443052825518,,,-1.1104291456285864,-1.5084399136248976,-0.0768323244992643,-0.2377070630900561,-0.0270770564675331,-0.3023217676673084,-0.0698544131591916,-0.1411583743756637,-1.916415539802984,-1.2355985654285178,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=1.6_cy=-1.0_cz=18.3.log
7.3,0.3,18.5,1.3,5.9,25.5,2.2,2.1,-5.676819415879436,,,-1.1258282414637506,-0.9056600825861096,-0.0249748979695141,-1.773983320221305,-0.0197289146017283,-1.7902358290739355,-0.0518825268372893,-0.3866591118276119,-2.1641376625048,-0.2539344717515632,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.3_cy=1.3_cz=18.5.log
7.3,0.1,18.2,-2.1,5.9,25.5,0.0,0.0,-3.1056191535899416,,,-0.2726593702100217,-0.7087850952520967,-0.7998054204508662,-0.0626317730639129,-0.765009991126135,-0.0656249958556145,-0.6612825881456956,-0.1755208221729844,-0.1854417551076039,-0.7461156651843339,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.1_cy=-2.1_cz=18.2.log
7.3,-1.9,17.9,0.4,5.9,25.5,2.2,2.1,-4.449657722027041,,,-1.5351718394085765,-1.7582516446709633,-0.0188315752893686,-0.7429404642898589,-0.0638052166905254,-0.9308671592734754,-0.125188244972378,-1.139658561558463,-0.4734751202631742,-0.186401845421642,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-1.9_cy=0.4_cz=17.9.log
7.3,-1.8,17.7,-0.1,5.9,25.5,0.0,0.0,-4.180142177618109,,,-0.956695470958948,-0.7989959330298007,-0.1912273974157869,-0.2501192109193653,-0.2783195103984326,-0.1620983832981437,-1.2136733661172912,-1.2029680454870686,-0.2177961708512157,-0.2269766421522945,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-1.8_cy=-0.1_cz=17.7.log
7.3,1.6,18.4,-1.0,5.9,25.5,2.2,2.1,-4.84566673298832,,,-1.1506274361163378,-1.4040222493931651,-0.071611441206187,-0.2235504374839365,-0.0243411129340529,-0.2908508849795908,-0.0661332788877189,-0.1348079732852056,-1.9189130298327648,-1.1433106699259952,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=1.6_cy=-1.0_cz=18.4.log
7.3,0.3,18.6,1.3,5.9,25.5,2.2,2.1,-5.553466637269594,,,-1.1241590646095574,-0.982686934992671,-0.0234374983701854,-1.7097451214212924,-0.0184048684313893,-1.71319642663002,-0.0488328280625864,-0.359456553356722,-2.1217681873822585,-0.2375941112404689,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.3_cy=1.3_cz=18.6.log
7.3,0.1,18.3,-2.1,5.9,25.5,0.0,0.0,-3.1651290649315342,,,-0.5851467999164015,-0.8868159572593868,-0.7376380050554872,-0.0595193235203623,-0.7128513599745929,-0.0624309701379388,-0.6122991576557979,-0.1661018970189616,-0.1750752901425585,-0.6894515121821314,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.1_cy=-2.1_cz=18.3.log
7.3,-1.9,18.0,0.4,5.9,25.5,2.2,2.1,-4.390709433238953,,,-1.625803109025583,-1.744214245583862,-0.0171310231089591,-0.7160453859250993,-0.0603476366959512,-0.8951869406737387,-0.1141252437373623,-1.1100840154103937,-0.4583709547296166,-0.1787650488549843,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-1.9_cy=0.4_cz=18.0.log
7.3,-1.8,17.8,-0.1,5.9,25.5,0.0,0.0,-4.438444118481129,,,-1.2936432405840603,-1.199052382959053,-0.1760040048975497,-0.2378764906898141,-0.2642883865628391,-0.1498242875095456,-1.1934110681759194,-1.1585403376957402,-0.2087098258780315,-0.2174384901300072,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-1.8_cy=-0.1_cz=17.8.log
7.3,1.6,18.2,-0.9,5.9,25.5,2.2,2.1,-5.051709641586058,,,-1.0981487752869723,-1.5864143059588969,-0.0799384987913072,-0.2769138880539685,-0.0288780103437602,-0.3329379807692021,-0.0729731378378346,-0.1516879923874512,-1.831469511264004,-1.2939632704947144,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=1.6_cy=-0.9_cz=18.2.log
7.3,0.3,18.4,1.4,5.9,25.5,2.2,2.1,-5.695842381217517,,,-1.1408257302828133,-0.7486194299999624,-0.0257153597194701,-1.753193913726136,-0.0204317257739603,-1.9213979695923624,-0.0536144542274996,-0.4232805953361094,-2.154950916185044,-0.2589043509215116,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.3_cy=1.4_cz=18.4.log
7.3,0.1,18.4,-2.1,5.9,25.5,0.0,0.0,-3.112540589179844,,,-0.7590298207942396,-0.9679592752363532,-0.6752823363058269,-0.0565386509988456,-0.6571849479805678,-0.0593749962281435,-0.566365425591357,-0.1571536044357344,-0.1652610338060185,-0.6360755115747452,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.1_cy=-2.1_cz=18.4.log
7.3,-1.9,17.8,0.5,5.9,25.5,2.2,2.1,-4.3934171388391405,,,-1.204944702098146,-1.7604165540542454,-0.0197038140613585,-0.8190323272719979,-0.0651229878421872,-0.9660704704001546,-0.1321598811773583,-1.1566891829716042,-0.4969565445790067,-0.1899661022471264,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-1.9_cy=0.5_cz=17.8.log
7.3,1.6,18.3,-0.9,5.9,25.5,2.2,2.1,-5.018928518984467,,,-1.2015812483150512,-1.508458738680929,-0.0745795636903494,-0.2597891399636864,-0.0259789139963686,-0.3203940556850284,-0.0691076762741431,-0.1448920589173212,-1.903833964490332,-1.205703989136964,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=1.6_cy=-0.9_cz=18.3.log
7.3,-1.8,17.9,-0.1,5.9,25.5,0.0,0.0,-4.519091703929007,,,-1.4912775151897222,-1.438899255124852,-0.1618662045802921,-0.2261232284363359,-0.2507843715138733,-0.1385604832321405,-1.1542607193114236,-1.1029994274722412,-0.1998870354145765,-0.2081889926921576,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-1.8_cy=-0.1_cz=17.9.log
7.3,0.3,18.5,1.4,5.9,25.5,2.2,2.1,-5.696441653650254,,,-1.174497916828841,-0.9167732845526188,-0.0241654100827872,-1.7411331715993583,-0.0190888543147593,-1.8565573610831048,-0.0504769043764099,-0.3934362198924646,-2.1439004653366283,-0.2425200648140162,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.3_cy=1.4_cz=18.5.log
7.3,-1.9,17.9,0.5,5.9,25.5,2.2,2.1,-4.479182067327201,,,-1.4544866036158055,-1.7846133394632488,-0.017959336284548,-0.7897087845485657,-0.0616591325961053,-0.9578689145855606,-0.1205258456757292,-1.161853590165265,-0.481356646050699,-0.1822979298885911,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-1.9_cy=0.5_cz=17.9.log
7.3,1.6,18.4,-0.9,5.9,25.5,2.2,2.1,-4.88841898937244,,,-1.2197162872180345,-1.4115837449207902,-0.0695720338262617,-0.2436182072851807,-0.0234312233515083,-0.3081638859584927,-0.0654304677154868,-0.138353404821828,-1.9319213120033965,-1.1146711135515943,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=1.6_cy=-0.9_cz=18.4.log
7.3,0.1,18.2,-2.0,5.9,25.5,0.0,0.0,-3.105092045268975,,,-0.2929906940553337,-0.7272527145687491,-0.7688189768232405,-0.0658885498996824,-0.744716317858547,-0.0689884494058787,-0.654022297472693,-0.1837537533137947,-0.1946034012362361,-0.7383847419405356,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.1_cy=-2.0_cz=18.2.log
7.3,0.3,18.6,1.4,5.9,25.5,2.2,2.1,-5.580851174308918,,,-1.1483495752327144,-0.9809424572158604,-0.0227033118717372,-1.7005018992349503,-0.0178212840110063,-1.785033771302551,-0.0475276074139401,-0.3655998761532828,-2.112995597883128,-0.2270519434241578,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.3_cy=1.4_cz=18.6.log
7.3,-1.8,17.7,0.0,5.9,25.5,0.0,0.0,-4.185328547377139,,,-0.8790034577250481,-0.8790034577250481,-0.175828302046284,-0.2638052040711045,-0.2638052040711045,-0.175828302046284,-1.2109374223509803,-1.2109374223509803,-0.222408369416371,-0.222408369416371,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-1.8_cy=0.0_cz=17.7.log
7.3,1.6,18.2,-0.8,5.9,25.5,2.2,2.1,-4.982303897966631,,,-1.1955383270978928,-1.567300351569429,-0.0775163101498037,-0.303288133116439,-0.0276857411954551,-0.3531814531888813,-0.0721322745084762,-0.1556413053767755,-1.7309926101006567,-1.2612825498217717,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=1.6_cy=-0.8_cz=18.2.log
7.3,-1.9,18.0,0.5,5.9,25.5,2.2,2.1,-4.440282722469419,,,-1.5728287145029751,-1.7569715238641948,-0.0163403602782636,-0.7609751019626856,-0.0583647051826119,-0.9380270482506604,-0.1099648524541407,-1.137631704332307,-0.4660830524517223,-0.1748493862105533,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-1.9_cy=0.5_cz=18.0.log
7.3,0.1,18.3,-2.0,5.9,25.5,0.0,0.0,-3.1720724627375603,,,-0.6164909244980663,-0.9163528529461472,-0.7052522138692439,-0.062556471908465,-0.6874811307061464,-0.065574794774875,-0.6056475515943021,-0.173763794125989,-0.1836031511193141,-0.682203771546483,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.1_cy=-2.0_cz=18.3.log
7.3,0.3,18.4,1.5,5.9,25.5,2.2,2.1,-5.579856570228003,,,-1.1946660880930722,-0.7529053231701255,-0.0248682212550193,-1.5636921690311285,-0.0197414646390825,-1.9382403378840536,-0.0521021551685407,-0.4305471611442044,-2.1032189917750657,-0.2469314601039514,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.3_cy=1.5_cz=18.4.log
7.3,-1.8,17.8,0.0,5.9,25.5,0.0,0.0,-4.441054560476914,,,-1.246441938448697,-1.246441938448697,-0.1620983832981437,-0.2506400442216545,-0.2506839700508863,-0.1620983832981437,-1.1778425452066583,-1.1778425452066583,-0.2130835705902427,-0.2130835705902427,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-1.8_cy=0.0_cz=17.8.log
7.3,1.6,18.3,-0.8,5.9,25.5,2.2,2.1,-4.985817954060622,,,-1.2749371675308794,-1.5031562792137263,-0.0723770032636821,-0.2844502830412239,-0.0249811729881912,-0.3397088136989623,-0.0683295640628784,-0.1486508438829332,-1.8449609761592,-1.174071210087277,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=1.6_cy=-0.8_cz=18.3.log
7.3,-1.9,17.8,0.6,5.9,25.5,2.2,2.1,-4.361301176948473,,,-1.0515122320502996,-1.8066012898925687,-0.018775099189952,-0.8708144524134696,-0.0628890523221343,-0.9333458237815648,-0.1270582247525453,-1.1719627763377505,-0.5046498172450811,-0.1856613837881013,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-1.9_cy=0.6_cz=17.8.log
7.3,0.3,18.5,1.5,5.9,25.5,2.2,2.1,-5.612113722250797,,,-1.2022652341984212,-0.9080508956685662,-0.0233935727737844,-1.6052458812482655,-0.0184550690464675,-1.8890812045428904,-0.0490838321857154,-0.3999748739879578,-2.108364573912695,-0.2314445134252309,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.3_cy=1.5_cz=18.5.log
