a,b,theta,R3,R4,cx,cz,cy,E,E_i01,E_i02,E_ip1,E_ip2,E_ip3,E_ip4,E_it1,E_it2,E_it3,E_it4,machine_type,status,file_name
7.3,5.9,25.5,2.2,2.1,-2,18,0.5,-4.379630744,-1.662230064,-1.787242607,-0.01538027,-0.728965817,-0.058584334,-0.906017763,-0.110165655,-1.088786326,-0.4345193,-0.166949035,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-2.0_cy=0.5_cz=18.0.log
7.3,5.9,25.5,2.2,2.1,-2,17.8,0.6,-4.351122964,-1.33563621,-1.913685871,-0.017702057,-0.831425649,-0.06304593,-0.912926649,-0.12739708,-1.039445215,-0.469973614,-0.177095872,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-2.0_cy=0.6_cz=17.8.log
7.3,5.9,25.5,2.2,2.1,-2,17.9,0.6,-4.438183702,-1.520688909,-1.86493462,-0.016108182,-0.802346836,-0.059770328,-0.928746175,-0.116189752,-1.100125431,-0.455478133,-0.170092861,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-2.0_cy=0.6_cz=17.9.log
7.3,5.9,25.5,2.2,2.1,-2,18,0.6,-4.402089327,-1.593618121,-1.785956211,-0.014633533,-0.773763756,-0.056664153,-0.929568214,-0.105998989,-1.114395009,-0.441290132,-0.163303202,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-2.0_cy=0.6_cz=18.0.log
7.3,5.9,25.5,2.2,2.1,-2,17.8,0.7,-4.268991318,-1.162305397,-1.932454696,-0.016836093,-0.882730867,-0.060899846,-0.843172637,-0.122320524,-1.04764677,-0.476731897,-0.173092358,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-2.0_cy=0.7_cz=17.8.log
7.3,5.9,25.5,2.2,2.1,-2,17.9,0.7,-4.402239929,-1.392927873,-1.869785272,-0.015323794,-0.851970327,-0.057793671,-0.893423637,-0.111627754,-1.121567448,-0.462161115,-0.166271325,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-2.0_cy=0.7_cz=17.9.log
7.3,5.9,25.5,2.2,2.1,-2,18,0.7,-4.401377103,-1.501518478,-1.781613842,-0.013930722,-0.821661594,-0.054825549,-0.92432223,-0.101913899,-1.14301574,-0.447847612,-0.159663644,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-2.0_cy=0.7_cz=18.0.log
7.3,5.9,25.5,2.2,2.1,-1.9,17.8,0.4,-4.392940231,-1.324303379,-1.714545573,-0.020670179,-0.770419127,-0.067444775,-0.959682418,-0.137368214,-1.143862879,-0.488918141,-0.194258271,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-1.9_cy=0.4_cz=17.8.log
7.3,5.9,25.5,2.2,2.1,-1.9,17.9,0.4,-4.449657722,-1.535171839,-1.758251645,-0.018831575,-0.742940464,-0.063805217,-0.930867159,-0.125188245,-1.139658562,-0.47347512,-0.186401845,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-1.9_cy=0.4_cz=17.9.log
7.3,5.9,25.5,2.2,2.1,-1.9,18,0.4,-4.390709433,-1.625803109,-1.744214246,-0.017131023,-0.716045386,-0.060347637,-0.895186941,-0.114125244,-1.110084015,-0.458370955,-0.178765049,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-1.9_cy=0.4_cz=18.0.log
7.3,5.9,25.5,2.2,2.1,-1.9,17.8,0.5,-4.393417139,-1.204944702,-1.760416554,-0.019703814,-0.819032327,-0.065122988,-0.96607047,-0.132159881,-1.156689183,-0.496956545,-0.189966102,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-1.9_cy=0.5_cz=17.8.log
7.3,5.9,25.5,2.2,2.1,-1.9,17.9,0.5,-4.479182067,-1.454486604,-1.784613339,-0.017959336,-0.789708785,-0.061659133,-0.957868915,-0.120525846,-1.16185359,-0.481356646,-0.18229793,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-1.9_cy=0.5_cz=17.9.log
7.3,5.9,25.5,2.2,2.1,-1.9,18,0.5,-4.440282722,-1.572828715,-1.756971524,-0.01634036,-0.760975102,-0.058364705,-0.938027048,-0.109964852,-1.137631704,-0.466083052,-0.174849386,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-1.9_cy=0.5_cz=18.0.log
7.3,5.9,25.5,2.2,2.1,-1.9,17.8,0.6,-4.361301177,-1.051512232,-1.80660129,-0.018775099,-0.870814452,-0.062889052,-0.933345824,-0.127058225,-1.171962776,-0.504649817,-0.185661384,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-1.9_cy=0.6_cz=17.8.log
7.3,5.9,25.5,2.2,2.1,-1.9,17.9,0.6,-4.482040376,-1.344910807,-1.810360075,-0.017118473,-0.839777808,-0.059588349,-0.953633222,-0.115945023,-1.18628883,-0.488936967,-0.178175189,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-1.9_cy=0.6_cz=17.9.log
7.3,5.9,25.5,2.2,2.1,-1.9,18,0.6,-4.469345848,-1.496573699,-1.768329455,-0.015581073,-0.809224346,-0.056438249,-0.958132469,-0.105867212,-1.166879945,-0.473544146,-0.170914899,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-1.9_cy=0.6_cz=18.0.log
7.3,5.9,25.5,2.2,2.1,-1.9,17.8,0.7,-4.289987802,-0.861778308,-1.850457964,-0.017884035,-0.925608626,-0.060730418,-0.854116411,-0.122038145,-1.189300878,-0.51202306,-0.18133784,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-1.9_cy=0.7_cz=17.8.log
7.3,5.9,25.5,2.2,2.1,-1.9,17.9,0.7,-4.452374841,-1.204279541,-1.833502644,-0.016308985,-0.892745927,-0.057580318,-0.911050393,-0.111445776,-1.212958005,-0.496190983,-0.174046174,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-1.9_cy=0.7_cz=17.9.log
7.3,5.9,25.5,2.2,2.1,-1.9,18,0.7,-4.471984528,-1.394509198,-1.776920067,-0.014846887,-0.860410337,-0.054587095,-0.947427148,-0.101869973,-1.198086018,-0.48069776,-0.166980411,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-1.9_cy=0.7_cz=18.0.log
7.3,5.9,25.5,2.2,2.1,-1.8,17.8,0.5,-4.27116564,-0.845757978,-1.547289058,-0.020864707,-0.8565386,-0.064915909,-0.997653048,-0.131595122,-1.240618645,-0.533182697,-0.199259525,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-1.8_cy=0.5_cz=17.8.log
7.3,5.9,25.5,2.2,2.1,-1.8,17.9,0.5,-4.422762644,-1.218536569,-1.650282274,-0.019051204,-0.825294877,-0.061414404,-0.991177145,-0.120092864,-1.212568948,-0.516152075,-0.19107052,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-1.8_cy=0.5_cz=17.9.log
7.3,5.9,25.5,2.2,2.1,-1.8,18,0.5,-4.432297658,-1.429850561,-1.680057623,-0.017356927,-0.794559437,-0.058088601,-0.972445972,-0.109682473,-1.163811421,-0.49949796,-0.183126243,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-1.8_cy=0.5_cz=18.0.log
7.3,5.9,25.5,2.2,2.1,-1.8,17.8,0.6,-4.257658488,-0.682787356,-1.623776251,-0.019910892,-0.911671628,-0.062669424,-0.96042288,-0.126575042,-1.263943192,-0.541898811,-0.194622227,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-1.8_cy=0.6_cz=17.8.log
7.3,5.9,25.5,2.2,2.1,-1.8,17.9,0.6,-4.438786111,-1.101750683,-1.698575444,-0.01818524,-0.878645777,-0.05933107,-0.983722327,-0.115587342,-1.241792089,-0.524667386,-0.186634024,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-1.8_cy=0.6_cz=17.9.log
7.3,5.9,25.5,2.2,2.1,-1.8,18,0.6,-4.471303679,-1.34887667,-1.70810732,-0.016572539,-0.846128209,-0.05615587,-0.990562186,-0.105678959,-1.195720305,-0.507806192,-0.178896826,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-1.8_cy=0.6_cz=18.0.log
7.3,5.9,25.5,2.2,2.1,-1.8,17.8,0.7,-4.203024329,-0.481494698,-1.699566909,-0.018988452,-0.970306163,-0.060498239,-0.874328508,-0.121636539,-1.288384707,-0.550439222,-0.189972377,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-1.8_cy=0.7_cz=17.8.log
7.3,5.9,25.5,2.2,2.1,-1.8,17.9,0.7,-4.420669897,-0.95253508,-1.745462991,-0.017356927,-0.935159328,-0.057316763,-0.936182169,-0.111169672,-1.2723079,-0.532988169,-0.182197528,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-1.8_cy=0.7_cz=17.9.log
7.3,5.9,25.5,2.2,2.1,-1.8,18,0.7,-4.481896049,-1.240474318,-1.734186636,-0.015825802,-0.900621177,-0.054292165,-0.976361634,-0.101775847,-1.22865203,-0.515926172,-0.174661133,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-1.8_cy=0.7_cz=18.0.log
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
7.3,5.9,25.5,2.2,2.1,0.2,18.4,1.4,-5.72920395,-1.077058164,-0.808734888,-0.024861946,-1.81411886,-0.02133534,-1.924259415,-0.054172938,-0.44741463,-2.142130887,-0.250301189,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.2_cy=1.4_cz=18.4.log
7.3,5.9,25.5,2.2,2.1,0.1,18.4,1.4,-5.702672828,-1.009933419,-0.873657073,-0.023995982,-1.86147704,-0.022238954,-1.915888432,-0.054693772,-0.473098614,-2.079430088,-0.241854904,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.1_cy=1.4_cz=18.4.log
7.3,5.9,25.5,2.2,2.1,0.2,18.5,1.4,-5.69921211,-1.135498171,-0.95916786,-0.023343372,-1.786552346,-0.019954818,-1.862989339,-0.050960087,-0.414947262,-2.104800317,-0.234751491,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.2_cy=1.4_cz=18.5.log
7.3,5.9,25.5,2.2,2.1,0.3,18.5,1.4,-5.696441654,-1.174497917,-0.916773285,-0.02416541,-1.741133172,-0.019088854,-1.856557361,-0.050476904,-0.39343622,-2.143900465,-0.242520065,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.3_cy=1.4_cz=18.5.log
7.3,5.9,25.5,2.2,2.1,0.3,18.4,1.4,-5.695842381,-1.14082573,-0.74861943,-0.02571536,-1.753193914,-0.020431726,-1.92139797,-0.053614454,-0.423280595,-2.154950916,-0.258904351,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.3_cy=1.4_cz=18.4.log
7.3,5.9,25.5,2.2,2.1,0.3,18.4,1.3,-5.687427472,-1.060592301,-0.720155576,-0.026587599,-1.819860576,-0.021140812,-1.863127391,-0.055133029,-0.415775576,-2.189526717,-0.271260023,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.3_cy=1.3_cz=18.4.log
7.3,5.9,25.5,2.2,2.1,0.2,18.4,1.3,-5.679329456,-0.997929153,-0.764821738,-0.025709085,-1.853281759,-0.022075802,-1.879003394,-0.055735438,-0.439150323,-2.151060354,-0.261972875,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.2_cy=1.3_cz=18.4.log
7.3,5.9,25.5,2.2,2.1,0.3,18.5,1.3,-5.676819416,-1.125828241,-0.905660083,-0.024974898,-1.77398332,-0.019728915,-1.790235829,-0.051882527,-0.386659112,-2.164137663,-0.253934472,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.3_cy=1.3_cz=18.5.log
7.3,5.9,25.5,2.2,2.1,0.1,18.4,1.5,-5.661941153,-1.057856358,-0.904674892,-0.023211595,-1.751989095,-0.021492217,-1.877610322,-0.053118722,-0.481720602,-2.077478532,-0.231206059,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.1_cy=1.5_cz=18.4.log
7.3,5.9,25.5,2.2,2.1,0.2,18.4,1.5,-5.658856942,-1.129342297,-0.827497437,-0.024039908,-1.665072684,-0.020619979,-1.915838231,-0.052635539,-0.455396557,-2.120644945,-0.238974633,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.2_cy=1.5_cz=18.4.log
7.3,5.9,25.5,2.2,2.1,0.1,18.5,1.4,-5.653949814,-1.093216547,-1.003626944,-0.022508783,-1.821617604,-0.020814507,-1.859694911,-0.051411894,-0.437769801,-2.026863575,-0.227164895,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.1_cy=1.4_cz=18.5.log
7.3,5.9,25.5,2.2,2.1,0.2,18.5,1.5,-5.651515075,-1.162305398,-0.961019015,-0.022596635,-1.683245374,-0.019302208,-1.87470495,-0.049529364,-0.422082051,-2.094025971,-0.224290899,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.2_cy=1.5_cz=18.5.log
7.3,5.9,25.5,2.2,2.1,0.2,18.5,1.3,-5.646661285,-1.087029298,-0.936514749,-0.02412776,-1.797954202,-0.020632529,-1.807147224,-0.052409635,-0.407555195,-2.104442636,-0.245550938,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.2_cy=1.3_cz=18.5.log
7.3,5.9,25.5,2.2,2.1,0.1,18.5,1.5,-5.629762441,-1.116810923,-1.014570718,-0.021780872,-1.750294818,-0.020143071,-1.846718004,-0.049943521,-0.445563475,-2.031720503,-0.217375739,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.1_cy=1.5_cz=18.5.log
7.3,5.9,25.5,2.2,2.1,0.1,18.4,1.3,-5.626273486,-0.935109127,-0.81667289,-0.02481802,-1.875081456,-0.022998242,-1.886966496,-0.056293922,-0.46407502,-2.072213723,-0.252867705,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.1_cy=1.3_cz=18.4.log
7.3,5.9,25.5,2.2,2.1,0.3,18.5,1.5,-5.612113722,-1.202265234,-0.908050896,-0.023393573,-1.605245881,-0.018455069,-1.889081205,-0.049083832,-0.399974874,-2.108364574,-0.231444513,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.3_cy=1.5_cz=18.5.log
7.3,5.9,25.5,2.2,2.1,0.2,18.3,1.4,-5.601201323,-0.917350594,-0.514978632,-0.026474647,-1.808383418,-0.022797438,-1.973663277,-0.057586593,-0.482291636,-2.162757141,-0.266741951,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.2_cy=1.4_cz=18.3.log
7.3,5.9,25.5,2.2,2.1,0.1,18.3,1.4,-5.600401248,-0.814049898,-0.609958545,-0.025564757,-1.875301085,-0.023732428,-1.956701682,-0.058189002,-0.510950017,-2.121197153,-0.257410877,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.1_cy=1.4_cz=18.3.log
7.3,5.9,25.5,2.2,2.1,0.3,18.6,1.4,-5.580851174,-1.148349575,-0.980942457,-0.022703312,-1.700501899,-0.017821284,-1.785033771,-0.047527607,-0.365599876,-2.112995598,-0.227051943,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.3_cy=1.4_cz=18.6.log
7.3,5.9,25.5,2.2,2.1,0.1,18.5,1.3,-5.580518594,-1.047653045,-0.971190952,-0.023268071,-1.812907765,-0.021517318,-1.816955205,-0.052899093,-0.429662372,-2.013880393,-0.237330557,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.1_cy=1.3_cz=18.5.log
7.3,5.9,25.5,2.2,2.1,0.3,18.4,1.5,-5.57985657,-1.194666088,-0.752905323,-0.024868221,-1.563692169,-0.019741465,-1.938240338,-0.052102155,-0.430547161,-2.103218992,-0.24693146,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.3_cy=1.5_cz=18.4.log
7.3,5.9,25.5,2.2,2.1,0.2,18.6,1.4,-5.560726928,-1.125119155,-1.011144514,-0.021906374,-1.736583724,-0.018649597,-1.793542807,-0.047941764,-0.384795407,-2.054417539,-0.220099133,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.2_cy=1.4_cz=18.6.log
7.3,5.9,25.5,2.2,2.1,0.2,18.3,1.3,-5.556692039,-0.798123694,-0.443925674,-0.027390812,-1.886508413,-0.023600651,-1.943636924,-0.05926832,-0.473092339,-2.183408495,-0.279329801,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.2_cy=1.3_cz=18.3.log
7.3,5.9,25.5,2.2,2.1,0.3,18.6,1.3,-5.553466637,-1.124159065,-0.982686935,-0.023437498,-1.709745121,-0.018404868,-1.713196427,-0.048832828,-0.359456553,-2.121768187,-0.237594111,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.3_cy=1.3_cz=18.6.log
7.3,5.9,25.5,2.2,2.1,0.1,18.3,1.5,-5.538337372,-0.894270776,-0.667243933,-0.024711344,-1.715562139,-0.022929216,-1.88501494,-0.056482175,-0.520425419,-2.110680086,-0.245883518,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.1_cy=1.5_cz=18.3.log
7.3,5.9,25.5,2.2,2.1,0.3,18.3,1.3,-5.535337874,-0.89642941,-0.378626984,-0.028294426,-1.837286529,-0.02262801,-1.930327437,-0.058584334,-0.446887522,-2.193461205,-0.289608415,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.3_cy=1.3_cz=18.3.log
7.3,5.9,25.5,2.2,2.1,0.2,18.6,1.5,-5.53212816,-1.133854094,-1.001863641,-0.021216113,-1.667802353,-0.018047187,-1.820381409,-0.046605168,-0.391183459,-2.05225263,-0.210504505,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.2_cy=1.5_cz=18.6.log
7.3,5.9,25.5,2.2,2.1,0.3,18.3,1.4,-5.527638326,-1.01750119,-0.4282944,-0.027340611,-1.723945673,-0.021856173,-1.977064382,-0.056940257,-0.45525223,-2.141208447,-0.276236177,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.3_cy=1.4_cz=18.3.log
7.3,5.9,25.5,2.2,2.1,0.3,18.6,1.5,-5.522828462,-1.157404545,-0.964012237,-0.021981675,-1.605258432,-0.017256525,-1.829304602,-0.046228662,-0.37147337,-2.090668792,-0.216848631,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.3_cy=1.5_cz=18.6.log
7.3,5.9,25.5,2.2,2.1,0.1,18.3,1.3,-5.522072312,-0.700796893,-0.520927426,-0.026462097,-1.920563381,-0.024573292,-1.94749611,-0.05992093,-0.50103536,-2.121404232,-0.269302191,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.1_cy=1.3_cz=18.3.log
7.3,5.9,25.5,2.2,2.1,0.2,18.6,1.3,-5.507172087,-1.100395261,-1.004436431,-0.022628011,-1.728727299,-0.019264557,-1.730383926,-0.049284635,-0.378156351,-2.046768192,-0.230045166,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.2_cy=1.3_cz=18.6.log
7.3,5.9,25.5,2.2,2.1,0.1,18.6,1.4,-5.502236721,-1.099303393,-1.041559923,-0.021109436,-1.764451443,-0.019484185,-1.793091,-0.048324545,-0.405026329,-1.966026481,-0.213359675,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.1_cy=1.4_cz=18.6.log
7.3,5.9,25.5,2.2,2.1,0.2,18.3,1.5,-5.501894728,-1.003507717,-0.555377726,-0.025571033,-1.599661042,-0.022013051,-1.938610569,-0.055923691,-0.491089326,-2.127993087,-0.254518056,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.2_cy=1.5_cz=18.3.log
7.3,5.9,25.5,2.2,2.1,0.1,18.6,1.5,-5.492177735,-1.105904799,-1.038930656,-0.020438001,-1.721950191,-0.018856675,-1.799234323,-0.046962848,-0.411985415,-1.976242343,-0.204329806,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.1_cy=1.5_cz=18.6.log
7.3,5.9,25.5,2.2,2.1,0.1,18.6,1.3,-5.432266219,-1.076148275,-1.027679402,-0.021805972,-1.740223282,-0.020117971,-1.740806867,-0.049705067,-0.397797414,-1.948669554,-0.222703299,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.1_cy=1.3_cz=18.6.log
7.3,5.9,25.5,2.2,2.1,0.3,18.3,1.5,-5.372172724,-1.105961275,-0.44864455,-0.026424446,-1.465511954,-0.021103161,-1.972985566,-0.055321282,-0.463353384,-2.069879386,-0.263303196,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=0.3_cy=1.5_cz=18.3.log
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
7.3,5.9,25.5,2.2,2.1,1.5,18.2,-0.9,-5.082558033,-0.981049134,-1.545186899,-0.079354915,-0.287863937,-0.030252257,-0.339652338,-0.07498117,-0.157906616,-1.948136171,-1.269854337,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=1.5_cy=-0.9_cz=18.2.log
7.3,5.9,25.5,2.2,2.1,1.5,18.2,-0.8,-5.066415338,-1.074052391,-1.508094783,-0.076945276,-0.315210823,-0.029034888,-0.360717848,-0.074108931,-0.162129759,-1.910654998,-1.237493646,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=1.5_cy=-0.8_cz=18.2.log
7.3,5.9,25.5,2.2,2.1,1.6,18.2,-1,-5.051810043,-0.978237889,-1.598851554,-0.082404613,-0.252936731,-0.030151855,-0.314112681,-0.073776351,-0.147747229,-1.8778174,-1.324121401,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=1.6_cy=-1.0_cz=18.2.log
7.3,5.9,25.5,2.2,2.1,1.6,18.2,-0.9,-5.051709642,-1.098148775,-1.586414306,-0.079938499,-0.276913888,-0.02887801,-0.332937981,-0.072973138,-0.151687992,-1.831469511,-1.29396327,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=1.6_cy=-0.9_cz=18.2.log
7.3,5.9,25.5,2.2,2.1,1.5,18.3,-0.8,-5.049758086,-1.207166087,-1.476349052,-0.071780869,-0.295720363,-0.026217368,-0.34668045,-0.070117968,-0.15471259,-1.967275225,-1.145695208,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=1.5_cy=-0.8_cz=18.3.log
7.3,5.9,25.5,2.2,2.1,1.5,18.2,-1,-5.044389737,-0.863510236,-1.574861847,-0.081808479,-0.263020816,-0.031570028,-0.320080301,-0.075815758,-0.153702299,-1.947452185,-1.299993642,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=1.5_cy=-1.0_cz=18.2.log
7.3,5.9,25.5,2.2,2.1,1.5,18.3,-0.9,-5.037775782,-1.136985369,-1.494647244,-0.073983429,-0.270174431,-0.027252759,-0.326575029,-0.070933731,-0.150715352,-1.974723769,-1.1765938,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=1.5_cy=-0.9_cz=18.3.log
7.3,5.9,25.5,2.2,2.1,1.4,18.2,-0.8,-5.03590894,-0.925458023,-1.417162309,-0.07626129,-0.32690761,-0.030490711,-0.36804089,-0.076098138,-0.168856666,-2.014394951,-1.204398768,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=1.4_cy=-0.8_cz=18.2.log
7.3,5.9,25.5,2.2,2.1,1.4,18.3,-0.8,-5.022169609,-1.11819772,-1.42476773,-0.071078058,-0.306821014,-0.027553964,-0.353501483,-0.071937746,-0.161006516,-2.026675322,-1.111590039,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=1.4_cy=-0.8_cz=18.3.log
7.3,5.9,25.5,2.2,2.1,1.4,18.2,-0.9,-5.020192952,-0.84118343,-1.475068932,-0.078664653,-0.298625734,-0.031733181,-0.346109416,-0.077014302,-0.164351144,-2.006808356,-1.236326477,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=1.4_cy=-0.9_cz=18.2.log
7.3,5.9,25.5,2.2,2.1,1.6,18.3,-0.9,-5.018928519,-1.201581248,-1.508458739,-0.074579564,-0.25978914,-0.025978914,-0.320394056,-0.069107676,-0.144892059,-1.903833964,-1.205703989,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=1.6_cy=-0.9_cz=18.3.log
7.3,5.9,25.5,2.2,2.1,1.6,18.3,-1,-4.994430528,-1.110429146,-1.508439914,-0.076832324,-0.237707063,-0.027077056,-0.302321768,-0.069854413,-0.141158374,-1.91641554,-1.235598565,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=1.6_cy=-1.0_cz=18.3.log
7.3,5.9,25.5,2.2,2.1,1.5,18.1,-0.9,-4.989764992,-0.67584082,-1.555528264,-0.085115456,-0.306457059,-0.033628261,-0.353081052,-0.079241963,-0.165361435,-1.879957209,-1.360378929,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=1.5_cy=-0.9_cz=18.1.log
7.3,5.9,25.5,2.2,2.1,1.6,18.3,-0.8,-4.985817954,-1.274937168,-1.503156279,-0.072377003,-0.284450283,-0.024981173,-0.339708814,-0.068329564,-0.148650844,-1.844960976,-1.17407121,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=1.6_cy=-0.8_cz=18.3.log
