a,b,theta,R3,R4,cx,cz,cy,E,E_i01,E_i02,E_ip1,E_ip2,E_ip3,E_ip4,E_it1,E_it2,E_it3,E_it4,machine_type,status,file_name
7.3,5.9,25.5,0,0,-0.1,18.4,-2.1,-3.112540589,-0.967959275,-0.759029821,-0.657184948,-0.059374996,-0.675282336,-0.056538651,-0.636075512,-0.165261034,-0.157153604,-0.566365426,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-0.1_cy=-2.1_cz=18.4.log
7.3,5.9,25.5,0,0,-2,17.9,-0.1,-4.614128093,-1.814827946,-1.790668811,-0.147891557,-0.218561733,-0.241534874,-0.126618968,-1.039520516,-1.034914592,-0.181331565,-0.188309476,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-2.0_cy=-0.1_cz=17.9.log
7.3,5.9,25.5,0,0,-0.1,18.2,-2,-3.105095183,-0.72725899,-0.292990694,-0.744716318,-0.068988449,-0.768818977,-0.06588855,-0.738384742,-0.194603401,-0.183753753,-0.654022297,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-0.1_cy=-2.0_cz=18.2.log
7.3,5.9,25.5,0,0,-2,17.7,0,-4.486520798,-1.664639703,-1.664639703,-0.160592359,-0.253482664,-0.253532865,-0.160592359,-1.003225337,-1.003225337,-0.200665148,-0.200665148,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-2.0_cy=0.0_cz=17.7.log
7.3,5.9,25.5,0,0,-0.1,18.3,-2,-3.172072463,-0.916352853,-0.616490924,-0.687481131,-0.065574795,-0.705252214,-0.062556472,-0.682203772,-0.183603151,-0.173763794,-0.605647552,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-0.1_cy=-2.0_cz=18.3.log
7.3,5.9,25.5,0,0,-2,17.8,0,-4.623255226,-1.776129405,-1.776129405,-0.14809236,-0.241359171,-0.241447023,-0.14809236,-1.036169612,-1.036169612,-0.19264557,-0.19264557,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-2.0_cy=0.0_cz=17.8.log
7.3,5.9,25.5,0,0,-0.1,18.4,-2,-3.121786949,-1.001003952,-0.794057429,-0.629505482,-0.062318018,-0.643229126,-0.059381271,-0.629292128,-0.17318021,-0.164288393,-0.560278579,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-0.1_cy=-2.0_cz=18.4.log
7.3,5.9,25.5,0,0,-2,17.9,0,-4.618141019,-1.804034774,-1.804034774,-0.136634027,-0.229700035,-0.229762787,-0.136634027,-1.039024783,-1.039024783,-0.184845621,-0.184845621,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-2.0_cy=0.0_cz=17.9.log
7.3,5.9,25.5,0,0,-0.1,18.2,-1.9,-3.09705678,-0.740850856,-0.315668906,-0.717494934,-0.072546431,-0.734136499,-0.069314755,-0.729643528,-0.204110178,-0.19231299,-0.645983894,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-0.1_cy=-1.9_cz=18.2.log
7.3,5.9,25.5,0,0,-2,17.7,0.1,-4.475890778,-1.614476553,-1.707592762,-0.148130011,-0.266842352,-0.240901089,-0.174667408,-1.038378448,-0.959870672,-0.204499234,-0.196837337,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-2.0_cy=0.1_cz=17.7.log
7.3,5.9,25.5,0,0,-0.1,18.3,-1.9,-3.175909686,-0.944201747,-0.651079276,-0.657912859,-0.068919423,-0.670908592,-0.065788148,-0.674052417,-0.192463592,-0.181739446,-0.598249209,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-0.1_cy=-1.9_cz=18.3.log
7.3,5.9,25.5,0,0,-2,17.8,0.1,-4.616609895,-1.748908021,-1.799108821,-0.136935232,-0.253903096,-0.229530608,-0.160768062,-1.048311931,-1.01847383,-0.196272578,-0.188974636,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-2.0_cy=0.1_cz=17.8.log
7.3,5.9,25.5,0,0,-0.1,18.4,-1.9,-3.130794855,-1.034293358,-0.832624194,-0.599529329,-0.065443018,-0.610573505,-0.062399595,-0.621755733,-0.181413141,-0.171705561,-0.55348892,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-0.1_cy=-1.9_cz=18.4.log
7.3,5.9,25.5,0,0,-2,17.9,0.1,-4.614087305,-1.790668811,-1.814827946,-0.126618968,-0.241465848,-0.218549183,-0.147891557,-1.034914592,-1.039520516,-0.188309476,-0.181331565,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-2.0_cy=0.1_cz=17.9.log
7.3,5.9,25.5,0,0,0,18.2,-2.1,-3.116217798,-0.500301173,-0.500294898,-0.784933434,-0.064169173,-0.784933434,-0.064169173,-0.702968078,-0.180440501,-0.180440501,-0.702968078,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.0_cy=-2.1_cz=18.2.log
7.3,5.9,25.5,0,0,-1.9,17.7,-0.1,-4.430509255,-1.396291326,-1.271090531,-0.182806213,-0.245569763,-0.272640545,-0.15498242,-1.108960772,-1.137481102,-0.206984174,-0.215392807,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-1.9_cy=-0.1_cz=17.7.log
7.3,5.9,25.5,0,0,0,18.3,-2.1,-3.172533683,-0.742915364,-0.742909089,-0.727233889,-0.061012797,-0.727227614,-0.061012797,-0.650138011,-0.170550943,-0.170550943,-0.650138011,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.0_cy=-2.1_cz=18.3.log
7.3,5.9,25.5,0,0,-1.9,17.8,-0.1,-4.606798777,-1.595312398,-1.523638206,-0.168260531,-0.23377885,-0.25914908,-0.143260533,-1.123155049,-1.116873674,-0.198531614,-0.206538641,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-1.9_cy=-0.1_cz=17.8.log
7.3,5.9,25.5,0,0,0,18.4,-2.1,-3.117413204,-0.868423639,-0.868423639,-0.667783592,-0.057988199,-0.667783592,-0.057988199,-0.600432944,-0.161175944,-0.161175944,-0.600432944,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.0_cy=-2.1_cz=18.4.log
7.3,5.9,25.5,0,0,-1.9,17.9,-0.1,-4.628152942,-1.690348787,-1.652930366,-0.154750241,-0.222427195,-0.246197273,-0.132473636,-1.110416595,-1.079881959,-0.190348883,-0.197941755,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-1.9_cy=-0.1_cz=17.9.log
7.3,5.9,25.5,0,0,0,18.2,-2,-3.114388606,-0.519026071,-0.519026071,-0.758829018,-0.067469875,-0.758829018,-0.067469875,-0.695394032,-0.189137789,-0.189137789,-0.695394032,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.0_cy=-2.0_cz=18.2.log
7.3,5.9,25.5,0,0,-1.9,17.7,0,-4.438604134,-1.336495898,-1.336495898,-0.168066003,-0.258665897,-0.258703548,-0.168066003,-1.126474577,-1.126468302,-0.211207316,-0.211207316,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-1.9_cy=0.0_cz=17.7.log
7.3,5.9,25.5,0,0,0,18.4,-2,-3.126179519,-0.902284079,-0.902284079,-0.637644287,-0.060887295,-0.637644287,-0.060887295,-0.593975865,-0.168706064,-0.168706064,-0.593975865,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.0_cy=-2.0_cz=18.4.log
7.3,5.9,25.5,0,0,-1.9,17.9,0,-4.63070377,-1.672132172,-1.672132172,-0.142915403,-0.233948278,-0.234036129,-0.142915403,-1.096686677,-1.096686677,-0.194145319,-0.194145319,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-1.9_cy=0.0_cz=17.9.log
7.3,5.9,25.5,0,0,0,18.2,-1.9,-3.104750052,-0.536044142,-0.536044142,-0.727503719,-0.070971381,-0.727503719,-0.070971381,-0.686928922,-0.198186483,-0.198186483,-0.686928922,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.0_cy=-1.9_cz=18.2.log
7.3,5.9,25.5,0,0,-1.9,17.7,0.1,-4.430568868,-1.271090531,-1.396291326,-0.15498242,-0.272678195,-0.245638789,-0.182806213,-1.137481102,-1.108967048,-0.215392807,-0.206984174,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-1.9_cy=0.1_cz=17.7.log
7.3,5.9,25.5,0,0,0,18.3,-1.9,-3.181428636,-0.803570481,-0.803564206,-0.665750459,-0.067394574,-0.665750459,-0.067394574,-0.635291124,-0.187067006,-0.187067006,-0.635291124,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.0_cy=-1.9_cz=18.3.log
7.3,5.9,25.5,0,0,-1.9,17.8,0.1,-4.606817602,-1.523638206,-1.595312398,-0.143260533,-0.259130254,-0.233847877,-0.168260531,-1.116873674,-1.123148774,-0.206538641,-0.198531614,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-1.9_cy=0.1_cz=17.8.log
7.3,5.9,25.5,0,0,0,18.4,-1.9,-3.134616391,-0.937876446,-0.937876446,-0.606086809,-0.063962094,-0.606080533,-0.063962094,-0.586815977,-0.176531113,-0.176531113,-0.586815977,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.0_cy=-1.9_cz=18.4.log
7.3,5.9,25.5,0,0,-1.9,17.9,0.1,-4.628143529,-1.652930366,-1.690348787,-0.132473636,-0.246140797,-0.222464845,-0.154750241,-1.079881959,-1.110416595,-0.197941755,-0.190348883,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-1.9_cy=0.1_cz=17.9.log
7.3,5.9,25.5,0,0,0.1,18.2,-2.1,-3.105619154,-0.27265937,-0.708785095,-0.79980542,-0.062631773,-0.765009991,-0.065624996,-0.661282588,-0.175520822,-0.185441755,-0.746115665,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.1_cy=-2.1_cz=18.2.log
7.3,5.9,25.5,0,0,-1.8,17.7,-0.1,-4.180142178,-0.956695471,-0.798995933,-0.191227397,-0.250119211,-0.27831951,-0.162098383,-1.213673366,-1.202968045,-0.217796171,-0.226976642,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-1.8_cy=-0.1_cz=17.7.log
7.3,5.9,25.5,0,0,0.1,18.3,-2.1,-3.165129065,-0.5851468,-0.886815957,-0.737638005,-0.059519324,-0.71285136,-0.06243097,-0.612299158,-0.166101897,-0.17507529,-0.689451512,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.1_cy=-2.1_cz=18.3.log
7.3,5.9,25.5,0,0,-1.8,17.8,-0.1,-4.438444118,-1.293643241,-1.199052383,-0.176004005,-0.237876491,-0.264288387,-0.149824288,-1.193411068,-1.158540338,-0.208709826,-0.21743849,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-1.8_cy=-0.1_cz=17.8.log
7.3,5.9,25.5,0,0,0.1,18.4,-2.1,-3.112540589,-0.759029821,-0.967959275,-0.675282336,-0.056538651,-0.657184948,-0.059374996,-0.566365426,-0.157153604,-0.165261034,-0.636075512,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.1_cy=-2.1_cz=18.4.log
7.3,5.9,25.5,0,0,-1.8,17.9,-0.1,-4.519091704,-1.491277515,-1.438899255,-0.161866205,-0.226123228,-0.250784372,-0.138560483,-1.154260719,-1.102999427,-0.199887035,-0.208188993,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-1.8_cy=-0.1_cz=17.9.log
7.3,5.9,25.5,0,0,0.1,18.2,-2,-3.105092045,-0.292990694,-0.727252715,-0.768818977,-0.06588855,-0.744716318,-0.068988449,-0.654022297,-0.183753753,-0.194603401,-0.738384742,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.1_cy=-2.0_cz=18.2.log
7.3,5.9,25.5,0,0,-1.8,17.7,0,-4.185328547,-0.879003458,-0.879003458,-0.175828302,-0.263805204,-0.263805204,-0.175828302,-1.210937422,-1.210937422,-0.222408369,-0.222408369,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-1.8_cy=0.0_cz=17.7.log
7.3,5.9,25.5,0,0,0.1,18.3,-2,-3.172072463,-0.616490924,-0.916352853,-0.705252214,-0.062556472,-0.687481131,-0.065574795,-0.605647552,-0.173763794,-0.183603151,-0.682203772,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.1_cy=-2.0_cz=18.3.log
7.3,5.9,25.5,0,0,-1.8,17.8,0,-4.44105456,-1.246441938,-1.246441938,-0.162098383,-0.250640044,-0.25068397,-0.162098383,-1.177842545,-1.177842545,-0.213083571,-0.213083571,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-1.8_cy=0.0_cz=17.8.log
7.3,5.9,25.5,0,0,0.1,18.4,-2,-3.121783811,-0.794057429,-1.000997677,-0.643229126,-0.059381271,-0.629505482,-0.062318018,-0.560278579,-0.164288393,-0.17318021,-0.629292128,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.1_cy=-2.0_cz=18.4.log
7.3,5.9,25.5,0,0,-1.8,17.9,0,-4.519992181,-1.464457738,-1.464451462,-0.149454057,-0.238020818,-0.238102394,-0.149454057,-1.129957257,-1.129957257,-0.204053702,-0.204053702,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-1.8_cy=0.0_cz=17.9.log
7.3,5.9,25.5,0,0,0.1,18.2,-1.9,-3.09705678,-0.315675181,-0.740844581,-0.734136499,-0.069314755,-0.717494934,-0.072546431,-0.645983894,-0.19231299,-0.204110178,-0.729643528,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.1_cy=-1.9_cz=18.2.log
7.3,5.9,25.5,0,0,-1.8,17.7,0.1,-4.180223754,-0.798995933,-0.956695471,-0.162098383,-0.278426187,-0.250175687,-0.191227397,-1.202968045,-1.213673366,-0.226976642,-0.217796171,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-1.8_cy=0.1_cz=17.7.log
7.3,5.9,25.5,0,0,0.1,18.3,-1.9,-3.175903411,-0.651079276,-0.944195472,-0.670908592,-0.065788148,-0.657906584,-0.068919423,-0.598249209,-0.181739446,-0.192463592,-0.674052417,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.1_cy=-1.9_cz=18.3.log
7.3,5.9,25.5,0,0,-1.8,17.8,0.1,-4.438503732,-1.199052383,-1.293643241,-0.149824288,-0.264326037,-0.237958067,-0.176004005,-1.158540338,-1.193411068,-0.21743849,-0.208709826,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-1.8_cy=0.1_cz=17.8.log
7.3,5.9,25.5,0,0,0.1,18.4,-1.9,-3.130797993,-0.832630469,-1.034293358,-0.610573505,-0.062399595,-0.599529329,-0.065443018,-0.55348892,-0.171705561,-0.181413141,-0.621755733,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.1_cy=-1.9_cz=18.4.log
7.3,5.9,25.5,0,0,-1.8,17.9,0.1,-4.519097979,-1.438899255,-1.491277515,-0.138560483,-0.250746721,-0.22618598,-0.161866205,-1.102999427,-1.154254444,-0.208188993,-0.199887035,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-1.8_cy=0.1_cz=17.9.log
7.3,5.9,25.5,0,0,-0.1,18.2,-1.8,-3.073920486,-0.740505726,-0.3310178,-0.685416623,-0.076298941,-0.697157335,-0.072941762,-0.719923398,-0.213962085,-0.201204806,-0.637161104,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-0.1_cy=-1.8_cz=18.2.log
7.3,5.9,25.5,0,0,-2,18,-0.1,-4.508631112,-1.777152245,-1.767212487,-0.136106919,-0.208044666,-0.229580808,-0.116999239,-1.032398277,-1.004179153,-0.173920671,-0.180584828,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-2.0_cy=-0.1_cz=18.0.log
7.3,5.9,25.5,0,0,-0.1,18.3,-1.8,-3.170337398,-0.962926645,-0.681093079,-0.625596095,-0.072452305,-0.635755481,-0.069189253,-0.665041373,-0.201650338,-0.190016303,-0.590122954,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-0.1_cy=-1.8_cz=18.3.log
7.3,5.9,25.5,0,0,-2,18,0,-4.511188216,-1.773067156,-1.773067156,-0.12612951,-0.218480157,-0.218492707,-0.12612951,-1.019477847,-1.019484122,-0.177271575,-0.177271575,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-2.0_cy=0.0_cz=18.0.log
7.3,5.9,25.5,0,0,-0.1,18.4,-1.8,-3.135598444,-1.062857613,-0.869559432,-0.568492685,-0.068762546,-0.578124963,-0.065593621,-0.613485151,-0.189959827,-0.179398834,-0.546059202,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-0.1_cy=-1.8_cz=18.4.log
7.3,5.9,25.5,0,0,-2,18,0.1,-4.508571498,-1.767212487,-1.777152245,-0.116999239,-0.229511782,-0.207994465,-0.136106919,-1.004179153,-1.032398277,-0.180584828,-0.173920671,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-2.0_cy=0.1_cz=18.0.log
7.3,5.9,25.5,0,0,0,18.2,-1.8,-3.079718678,-0.542049413,-0.542049413,-0.692651813,-0.07467369,-0.692651813,-0.07467369,-0.677622948,-0.207548933,-0.207548933,-0.677622948,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.0_cy=-1.8_cz=18.2.log
7.3,5.9,25.5,0,0,-1.9,18,-0.1,-4.536467456,-1.709751396,-1.69207444,-0.142356919,-0.211533621,-0.233778851,-0.122420926,-1.077704499,-1.030760476,-0.182423432,-0.189620972,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-1.9_cy=-0.1_cz=18.0.log
7.3,5.9,25.5,0,0,0,18.3,-1.8,-3.174657804,-0.826964054,-0.826964054,-0.631751968,-0.070864704,-0.631745693,-0.070864704,-0.626738163,-0.195801945,-0.195801945,-0.626738163,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.0_cy=-1.8_cz=18.3.log
7.3,5.9,25.5,0,0,-1.9,18,0,-4.538017405,-1.701072933,-1.701072933,-0.131890052,-0.222314243,-0.222383269,-0.131890052,-1.055321218,-1.055321218,-0.186031615,-0.186031615,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-1.9_cy=0.0_cz=18.0.log
7.3,5.9,25.5,0,0,-1.9,18,0.1,-4.536414117,-1.692068165,-1.709751396,-0.122420926,-0.233703549,-0.211508521,-0.142356919,-1.030760476,-1.077704499,-0.189620972,-0.182423432,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-1.9_cy=0.1_cz=18.0.log
7.3,5.9,25.5,0,0,0,18.4,-1.8,-3.138657556,-0.970067709,-0.970061434,-0.574177925,-0.067206321,-0.574177925,-0.067206321,-0.578959552,-0.184644817,-0.184644817,-0.578959552,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.0_cy=-1.8_cz=18.4.log
7.3,5.9,25.5,0,0,-1.8,18,-0.1,-4.468743439,-1.585774246,-1.55907997,-0.148883023,-0.214834324,-0.23783884,-0.128049691,-1.101298875,-1.039639743,-0.191346624,-0.19922815,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-1.8_cy=-0.1_cz=18.0.log
7.3,5.9,25.5,0,0,0.1,18.2,-1.8,-3.073920486,-0.3310178,-0.740505726,-0.697157335,-0.072941762,-0.685416623,-0.076298941,-0.637161104,-0.201204806,-0.213962085,-0.719923398,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.1_cy=-1.8_cz=18.2.log
7.3,5.9,25.5,0,0,-1.8,18,0,-4.468859529,-1.571536044,-1.571536044,-0.137882772,-0.225953801,-0.226035377,-0.137882772,-1.071416849,-1.071416849,-0.195306212,-0.195306212,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-1.8_cy=0.0_cz=18.0.log
7.3,5.9,25.5,0,0,0.1,18.3,-1.8,-3.170337398,-0.681093079,-0.962926645,-0.635755481,-0.069189253,-0.625596095,-0.072452305,-0.590122954,-0.190016303,-0.201650338,-0.665041373,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.1_cy=-1.8_cz=18.3.log
7.3,5.9,25.5,0,0,-1.8,18,0.1,-4.468727751,-1.55907997,-1.585774246,-0.128049691,-0.237776089,-0.214865699,-0.148883023,-1.039639743,-1.101298875,-0.19922815,-0.191346624,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-1.8_cy=0.1_cz=18.0.log
7.3,5.9,25.5,0,0,0.1,18.4,-1.8,-3.135598444,-0.869559432,-1.062857613,-0.578124963,-0.065593621,-0.568492685,-0.068762546,-0.546059202,-0.179398834,-0.189959827,-0.613485151,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.1_cy=-1.8_cz=18.4.log
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
7.3,5.9,25.5,2.2,2.1,-2.1,17.8,0.4,-4.318338704,-1.752051846,-1.947414534,-0.018486444,-0.707322997,-0.067607927,-0.898600595,-0.138472632,-0.882963046,-0.42483682,-0.176324035,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-2.1_cy=0.4_cz=17.8.log
7.3,5.9,25.5,2.2,2.1,-2.1,17.9,0.4,-4.319311345,-1.782630408,-1.880245863,-0.016798443,-0.683188962,-0.064062496,-0.866817213,-0.125828305,-0.965179406,-0.411972865,-0.169459075,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-2.1_cy=0.4_cz=17.9.log
7.3,5.9,25.5,2.2,2.1,-2.1,18,0.4,-4.225762154,-1.746830962,-1.788252898,-0.015223393,-0.659362407,-0.060692767,-0.829743923,-0.114583326,-0.998920619,-0.39941639,-0.162788644,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-2.1_cy=0.4_cz=18.0.log
7.3,5.9,25.5,2.2,2.1,-2.1,17.8,0.5,-4.287396187,-1.661050346,-1.95406614,-0.01757028,-0.749177914,-0.065317516,-0.915436689,-0.132975644,-0.869289603,-0.431174671,-0.172646826,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-2.1_cy=0.5_cz=17.8.log
7.3,5.9,25.5,2.2,2.1,-2.1,17.9,0.5,-4.326355145,-1.721561135,-1.878181356,-0.015963855,-0.723581781,-0.061941512,-0.900677653,-0.121021579,-0.970281062,-0.418160114,-0.165938745,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-2.1_cy=0.5_cz=17.9.log
7.3,5.9,25.5,2.2,2.1,-2.1,18,0.5,-4.258593477,-1.706638947,-1.780929856,-0.01447038,-0.698412355,-0.058728661,-0.876079261,-0.110284882,-1.015788088,-0.405459311,-0.159431466,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-2.1_cy=0.5_cz=18.0.log
7.3,5.9,25.5,2.2,2.1,-2.1,17.8,0.6,-4.229806456,-1.539815414,-1.957981802,-0.016685491,-0.793862901,-0.063127506,-0.898142513,-0.127648084,-0.861012746,-0.43737447,-0.168963342,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-2.1_cy=0.6_cz=17.8.log
7.3,5.9,25.5,2.2,2.1,-2.1,17.9,0.6,-4.312942118,-1.636276251,-1.87344993,-0.015160642,-0.766723093,-0.059902105,-0.908220323,-0.116327804,-0.980126694,-0.42420931,-0.162412138,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-2.1_cy=0.6_cz=17.9.log
7.3,5.9,25.5,2.2,2.1,-2.1,18,0.6,-4.276919907,-1.647904011,-1.770958722,-0.013742469,-0.739978618,-0.056839856,-0.904235635,-0.106055465,-1.036602594,-0.411370456,-0.156061737,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-2.1_cy=0.6_cz=18.0.log
7.3,5.9,25.5,2.2,2.1,-2,17.9,0.5,-4.444763144,-1.619477808,-1.856871116,-0.016936495,-0.755823245,-0.061841111,-0.927886487,-0.120839601,-1.082046869,-0.448550423,-0.173908121,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-2.0_cy=0.5_cz=17.9.log
7.3,5.9,25.5,2.2,2.1,-2,17.8,0.4,-4.413221354,-1.581162048,-1.867865091,-0.019540661,-0.738133738,-0.067570277,-0.928011989,-0.137939248,-1.033446219,-0.455622461,-0.185071524,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-2.0_cy=0.4_cz=17.8.log
7.3,5.9,25.5,2.2,2.1,-2,17.9,0.4,-4.427221102,-1.691308878,-1.846805856,-0.017783633,-0.712468579,-0.063968369,-0.897973085,-0.125564751,-1.067344309,-0.44143446,-0.177723382,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-2.0_cy=0.4_cz=17.9.log
7.3,5.9,25.5,2.2,2.1,-2,18,0.4,-4.339300676,-1.709575694,-1.786276241,-0.016152107,-0.687280327,-0.060554715,-0.861784583,-0.114407623,-1.065926137,-0.427579039,-0.170576043,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-2.0_cy=0.4_cz=18.0.log
7.3,5.9,25.5,2.2,2.1,-2,17.8,0.5,-4.397370451,-1.474774002,-1.891572419,-0.018611947,-0.783176406,-0.065267315,-0.938911838,-0.132605413,-1.034600838,-0.462914127,-0.181093111,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_cx=-2.0_cy=0.5_cz=17.8.log
