cx,cy,cz,A2,a,b,theta,R3,R4,E,E_t1,E_t2,E_i01,E_i02,E_ip1,E_ip2,E_ip3,E_ip4,E_it1,E_it2,E_it3,E_it4,machine_type,status,file_name
1.4,-0.9,13.2,-1.0,7.4,5.9,25.5,2.1,1.9,-5.224417336052284,,,-0.7682742981705815,-1.6083144049625844,-0.0953990902053192,-0.3107931528938934,-0.0468762519303709,-0.3072401910321787,-0.0842055667890235,-0.1588353311526589,-2.005383280280512,-1.4075444632326253,2,Done,tetracene_a=7.4_b=5.9_theta=25.5_R3=2.1_R4=1.9_A2=-1.0_cx=1.4_cy=-0.9_cz=13.2.log
1.4,-0.9,13.3,-1.5,7.4,5.9,25.5,2.1,1.9,-5.2455123395775445,,,-1.0961445082211867,-1.6172965832520276,-0.0878162592416629,-0.3071197090903297,-0.0430308706127107,-0.2851844696560874,-0.0796975349658168,-0.1514664813294075,-1.9816138290334493,-1.3144382942118682,1,Done,tetracene_a=7.4_b=5.9_theta=25.5_R3=2.1_R4=1.9_A2=-1.5_cx=1.4_cy=-0.9_cz=13.3.log
1.4,-0.9,13.3,-2.0,7.4,5.9,25.5,2.1,1.9,-5.264684025372844,,,-1.110732860630378,-1.6400337805971503,-0.0865235888632014,-0.3236897382885217,-0.043613199959509,-0.2755747814662754,-0.0796554918051697,-0.1513052111840807,-1.9778324537328444,-1.3158068937482312,1,Done,tetracene_a=7.4_b=5.9_theta=25.5_R3=2.1_R4=1.9_A2=-2.0_cx=1.4_cy=-0.9_cz=13.3.log
1.4,-0.9,13.3,-2.5,7.4,5.9,25.5,2.1,1.9,-5.269131816399749,,,-1.1089984229765832,-1.649912042892538,-0.0851995428092777,-0.3415838134242221,-0.0442771057132631,-0.2665009869961068,-0.0795889758155681,-0.1511000155005604,-1.9736783374683,-1.3165285302093253,1,Done,tetracene_a=7.4_b=5.9_theta=25.5_R3=2.1_R4=1.9_A2=-2.5_cx=1.4_cy=-0.9_cz=13.3.log
1.4,-0.8,13.2,0.0,7.4,5.8,25.5,2.1,1.9,-5.0932919054466765,,,-0.6140900711761788,-1.3574748126557097,-0.098291911301203,-0.3355534424772486,-0.045725398696959,-0.3729888063971884,-0.0836709283175878,-0.1654279513168148,-2.04718925151974,-1.3849415529402904,2,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=0.0_cx=1.4_cy=-0.8_cz=13.2.log
1.4,-0.8,13.1,-0.5,7.3,5.9,25.5,2.1,1.9,-4.911222075286787,,,-0.2295983788790181,-1.3474810883635655,-0.1002284071873873,-0.3440034920349717,-0.0488516535842791,-0.351706804940477,-0.0892438446171581,-0.1746103050536476,-1.9620806977618488,-1.4743523153592832,2,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=2.1_R4=1.9_A2=-0.5_cx=1.4_cy=-0.8_cz=13.1.log
1.4,-0.8,13.0,-1.0,7.4,5.9,25.5,2.1,1.9,-4.682071111164987,,,0.3691139321308583,-1.3266025757184252,-0.1055158063536509,-0.3868762302445248,-0.0547552676871418,-0.3529781399993226,-0.0928231617435813,-0.1788428600993938,-1.9322313021402808,-1.5493667432456275,2,Done,tetracene_a=7.4_b=5.9_theta=25.5_R3=2.1_R4=1.9_A2=-1.0_cx=1.4_cy=-0.8_cz=13.0.log
1.4,-0.8,13.1,-1.5,7.4,5.9,25.5,2.1,1.9,-5.153225699439645,,,-0.4118624236434698,-1.59314372332301,-0.0969741403823718,-0.3834977162769064,-0.0502949265064671,-0.3276116757187992,-0.0878457524231635,-0.1706318917567841,-1.9943322016624727,-1.4687235506717116,1,Done,tetracene_a=7.4_b=5.9_theta=25.5_R3=2.1_R4=1.9_A2=-1.5_cx=1.4_cy=-0.8_cz=13.1.log
1.4,-0.8,13.1,-2.0,7.4,5.9,25.5,2.1,1.9,-5.21788621210726,,,-0.4478714573197067,-1.6912649520672858,-0.0953401044243946,-0.4058195020770654,-0.0511307697743177,-0.3164558029966429,-0.087774216197431,-0.1703940654406324,-1.9850117955938915,-1.4707648405455984,1,Done,tetracene_a=7.4_b=5.9_theta=25.5_R3=2.1_R4=1.9_A2=-2.0_cx=1.4_cy=-0.8_cz=13.1.log
1.4,-0.8,13.1,-2.5,7.4,5.9,25.5,2.1,1.9,-5.262309527606703,,,-0.4638516269624233,-1.7683394951745868,-0.0936997932149097,-0.4295757757499814,-0.0520243440987542,-0.3058006832143292,-0.0876775797223672,-0.1701054109144024,-1.9756819768808784,-1.4721987008815631,1,Done,tetracene_a=7.4_b=5.9_theta=25.5_R3=2.1_R4=1.9_A2=-2.5_cx=1.4_cy=-0.8_cz=13.1.log
1.4,-0.8,13.3,0.0,7.4,5.8,25.5,2.1,1.9,-5.166106597171165,,,-0.9547627400606872,-1.421884949086234,-0.0915838294895365,-0.3147113252198323,-0.0415348868118599,-0.3579480192856863,-0.079175446764566,-0.1578074698918499,-2.0475506973452866,-1.2903601081925444,2,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=0.0_cx=1.4_cy=-0.8_cz=13.3.log
1.4,-0.8,13.2,-0.5,7.3,5.9,25.5,2.1,1.9,-5.141447336704005,,,-0.7315473930211738,-1.452862607780844,-0.09358056623023,-0.3229831621283665,-0.0444126478396356,-0.3379153901478275,-0.0844314703717827,-0.1666158277075737,-2.011056598217692,-1.387692556832917,2,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=2.1_R4=1.9_A2=-0.5_cx=1.4_cy=-0.8_cz=13.2.log
1.4,-0.8,13.1,-1.0,7.4,5.9,25.5,2.1,1.9,-5.063461962796282,,,-0.34269827126991,-1.4771773654501883,-0.0986094315303489,-0.3628218894591555,-0.0495268543018028,-0.3393436027690768,-0.0878896782523952,-0.1708251647651195,-2.003569148830138,-1.4660892635583878,2,Done,tetracene_a=7.4_b=5.9_theta=25.5_R3=2.1_R4=1.9_A2=-1.0_cx=1.4_cy=-0.8_cz=13.1.log
1.4,-0.8,13.2,-1.5,7.4,5.9,25.5,2.1,1.9,-5.287873030349147,,,-0.8458483394933864,-1.6177948261611164,-0.0907592814182862,-0.3591980192577466,-0.0455007501877844,-0.3148292971309274,-0.0831946482649073,-0.1629210489336401,-2.0280476865009405,-1.3767443898250349,1,Done,tetracene_a=7.4_b=5.9_theta=25.5_R3=2.1_R4=1.9_A2=-1.5_cx=1.4_cy=-0.8_cz=13.2.log
1.4,-0.8,13.2,-2.0,7.4,5.9,25.5,2.1,1.9,-5.326548353768885,,,-0.8602170634549111,-1.6799496916355563,-0.0893273034598678,-0.3798418432706967,-0.0461383003275841,-0.3041264865314588,-0.0831419373862445,-0.1627076953882351,-2.022448414703831,-1.3784499619505368,1,Done,tetracene_a=7.4_b=5.9_theta=25.5_R3=2.1_R4=1.9_A2=-2.0_cx=1.4_cy=-0.8_cz=13.2.log
1.4,-0.8,13.4,0.0,7.4,5.8,25.5,2.1,1.9,-5.103813052002806,,,-1.137001684284769,-1.426311404677108,-0.0853526551509276,-0.2948970694560557,-0.0376932707149535,-0.3432969157584011,-0.0749108888558112,-0.1504580727196298,-2.020659383852035,-1.1955082065542229,2,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=0.0_cx=1.4_cy=-0.8_cz=13.4.log
1.4,-0.8,13.2,-2.5,7.4,5.9,25.5,2.1,1.9,-5.350130807200912,,,-0.8609901558374986,-1.725088995997794,-0.0878739902982488,-0.4021184481680393,-0.0468637018930166,-0.2938855232205242,-0.0830641262000426,-0.1624435135745443,-2.0166935206507333,-1.379519239068031,1,Done,tetracene_a=7.4_b=5.9_theta=25.5_R3=2.1_R4=1.9_A2=-2.5_cx=1.4_cy=-0.8_cz=13.2.log
1.4,-0.8,13.3,-0.5,7.3,5.9,25.5,2.1,1.9,-5.193931018060539,,,-1.0343284979462624,-1.4856211398728192,-0.0873945727944374,-0.3030208139680326,-0.0403388526756316,-0.3245356219122186,-0.0798788854153826,-0.1589137699920684,-2.0222595343366265,-1.2952590787317604,2,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=2.1_R4=1.9_A2=-0.5_cx=1.4_cy=-0.8_cz=13.3.log
1.4,-0.8,13.2,-1.0,7.4,5.9,25.5,2.1,1.9,-5.229482596972957,,,-0.8061972375726327,-1.5409700319869444,-0.0921736889285966,-0.3402861227514222,-0.044937246129848,-0.3260730213951319,-0.0832141010905616,-0.1630879663862288,-2.033432349795476,-1.3744295053184032,2,Done,tetracene_a=7.4_b=5.9_theta=25.5_R3=2.1_R4=1.9_A2=-1.0_cx=1.4_cy=-0.8_cz=13.2.log
1.4,-0.8,13.3,-1.5,7.4,5.9,25.5,2.1,1.9,-5.269903026055545,,,-1.0986081124283371,-1.5904140549246222,-0.0849523037904873,-0.3364645869005471,-0.0412788627436384,-0.3024221694795415,-0.0787725853151641,-0.1554762700689025,-2.0271108140586875,-1.2814733114792034,1,Done,tetracene_a=7.4_b=5.9_theta=25.5_R3=2.1_R4=1.9_A2=-1.5_cx=1.4_cy=-0.8_cz=13.3.log
1.4,-0.7,13.2,0.0,7.4,5.8,25.5,2.1,1.9,-5.065882582392078,,,-0.695722847012803,-1.2644539852626622,-0.0949673634022474,-0.3677108198171481,-0.0438880494330078,-0.3969465107657015,-0.0826531071797944,-0.1697464751196093,-2.0311701761675067,-1.3504680360783825,2,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=0.0_cx=1.4_cy=-0.7_cz=13.2.log
1.4,-0.7,13.1,-0.5,7.3,5.9,25.5,2.1,1.9,-4.819842186698224,,,-0.2974284447263926,-1.2152095106430352,-0.0967156062833964,-0.3775137811899185,-0.046846131561324,-0.3740486709866673,-0.0881105617736466,-0.1793128650169819,-1.908483813633211,-1.4400538735790178,2,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=2.1_R4=1.9_A2=-0.5_cx=1.4_cy=-0.7_cz=13.1.log
1.4,-0.7,13.0,-1.0,7.4,5.9,25.5,2.1,1.9,-4.553568357951008,,,0.3227158428635448,-1.14756895264145,-0.1017068207729607,-0.4261721614748239,-0.0522314222762361,-0.3750991225242615,-0.0916428154450841,-0.1835924831684678,-1.871556105092168,-1.5167456358321942,2,Done,tetracene_a=7.4_b=5.9_theta=25.5_R3=2.1_R4=1.9_A2=-1.0_cx=1.4_cy=-0.7_cz=13.0.log
1.4,-0.8,13.3,-2.0,7.4,5.9,25.5,2.1,1.9,-5.289885454345495,,,-1.0991163953440264,-1.6258068737806752,-0.0836872436339035,-0.3553313026204705,-0.041780870873481,-0.2921410456765443,-0.0787437197286635,-0.1552861346281133,-2.024105668591801,-1.282818065432366,1,Done,tetracene_a=7.4_b=5.9_theta=25.5_R3=2.1_R4=1.9_A2=-2.0_cx=1.4_cy=-0.8_cz=13.3.log
1.4,-0.8,13.3,-2.5,7.4,5.9,25.5,2.1,1.9,-5.299537186161615,,,-1.0921033438062295,-1.647921581286937,-0.0823908080346882,-0.3759136303560808,-0.0423293145140633,-0.2822828633943572,-0.0786866165581159,-0.1550464258762076,-2.0208062211750075,-1.2835271518561058,1,Done,tetracene_a=7.4_b=5.9_theta=25.5_R3=2.1_R4=1.9_A2=-2.5_cx=1.4_cy=-0.8_cz=13.3.log
1.4,-0.7,13.1,-1.5,7.4,5.9,25.5,2.1,1.9,-5.071603277407121,,,-0.4144810226280242,-1.4868598446482792,-0.0935993916355073,-0.4225062479963526,-0.0480421656975522,-0.3477208613185212,-0.0867570225382223,-0.1750828201766125,-1.9696886289166289,-1.4334700388135388,1,Done,tetracene_a=7.4_b=5.9_theta=25.5_R3=2.1_R4=1.9_A2=-1.5_cx=1.4_cy=-0.7_cz=13.1.log
1.4,-0.7,13.3,0.0,7.4,5.8,25.5,2.1,1.9,-5.1649676663219,,,-1.0125338206999004,-1.3612674830947071,-0.0885818217648193,-0.3442783413920551,-0.0398770053870976,-0.380916140275076,-0.0782172390609048,-0.161904482578393,-2.054396203835495,-1.2567224345402792,2,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=0.0_cx=1.4_cy=-0.7_cz=13.3.log
1.4,-0.7,13.2,-0.5,7.3,5.9,25.5,2.1,1.9,-5.090755510114832,,,-0.7775997243006714,-1.3646547819953412,-0.0904078757157549,-0.3537336620502174,-0.0426066740183159,-0.359169153845869,-0.0833759987144731,-0.1710454209242016,-1.9898135021794587,-1.3524346523336137,2,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=2.1_R4=1.9_A2=-0.5_cx=1.4_cy=-0.7_cz=13.2.log
1.4,-0.7,13.1,-1.0,7.4,5.9,25.5,2.1,1.9,-4.986821656260872,,,-0.3734851668123156,-1.3558526993147098,-0.0951618914259597,-0.3992457073181867,-0.0474184206686914,-0.3604317038552835,-0.0867890256340615,-0.1753062136122025,-1.9781192258233204,-1.4308093964937143,2,Done,tetracene_a=7.4_b=5.9_theta=25.5_R3=2.1_R4=1.9_A2=-1.0_cx=1.4_cy=-0.7_cz=13.1.log
1.4,-0.7,13.1,-2.0,7.4,5.9,25.5,2.1,1.9,-5.138519374595489,,,-0.4332856148248538,-1.6033884515054524,-0.0920331265078857,-0.4471360155148431,-0.048752506962046,-0.3357078096596524,-0.0866948990151286,-0.1748073431663215,-1.9613214106066152,-1.4355439593200572,1,Done,tetracene_a=7.4_b=5.9_theta=25.5_R3=2.1_R4=1.9_A2=-2.0_cx=1.4_cy=-0.7_cz=13.1.log
1.4,-0.7,13.1,-2.5,7.4,5.9,25.5,2.1,1.9,-5.193084507307503,,,-0.4447502224938944,-1.701394218369387,-0.0904480364406481,-0.473387269070372,-0.0495419144863262,-0.3242846177890897,-0.086607675300911,-0.1744785280316136,-1.9530778118642047,-1.4370173527859151,1,Done,tetracene_a=7.4_b=5.9_theta=25.5_R3=2.1_R4=1.9_A2=-2.5_cx=1.4_cy=-0.7_cz=13.1.log
1.4,-0.7,13.4,0.0,7.4,5.8,25.5,2.1,1.9,-5.124314431333914,,,-1.1785403363173828,-1.389369891025126,-0.0826606373302638,-0.3223845175234601,-0.0362148571293801,-0.3652735709911212,-0.0740166871109977,-0.1543492622440681,-2.0452000447548926,-1.163526532065589,2,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=0.0_cx=1.4_cy=-0.7_cz=13.4.log
1.4,-0.7,13.3,-0.5,7.3,5.9,25.5,2.1,1.9,-5.175059909757692,,,-1.0638955142349005,-1.429300862364471,-0.0845444223377853,-0.3315022378228605,-0.038706071791239,-0.344726383453235,-0.0788855371647514,-0.1631080467486754,-2.026089227758348,-1.2606393520836718,2,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=2.1_R4=1.9_A2=-0.5_cx=1.4_cy=-0.7_cz=13.3.log
1.4,-0.7,13.2,-1.0,7.4,5.9,25.5,2.1,1.9,-5.191698964685202,,,-0.8228689233073965,-1.4614369043847546,-0.0890650042565539,-0.3737022853456437,-0.0431086819153279,-0.3461922468850389,-0.0821856122347526,-0.1673468768130988,-2.0351831025909632,-1.3387963499990292,2,Done,tetracene_a=7.4_b=5.9_theta=25.5_R3=2.1_R4=1.9_A2=-1.0_cx=1.4_cy=-0.7_cz=13.2.log
1.4,-0.7,13.2,-1.5,7.4,5.9,25.5,2.1,1.9,-5.24718339915853,,,-0.8410001972224563,-1.5502985956845805,-0.0876995426369831,-0.3953852658160031,-0.0436132000759243,-0.3340461633633822,-0.0821699245134368,-0.1671467011328786,-2.030831948271953,-1.341013342840597,1,Done,tetracene_a=7.4_b=5.9_theta=25.5_R3=2.1_R4=1.9_A2=-1.5_cx=1.4_cy=-0.7_cz=13.2.log
1.4,-0.7,13.2,-2.0,7.4,5.9,25.5,2.1,1.9,-5.289259199751541,,,-0.8435340826399624,-1.6272865424398333,-0.0863039602991193,-0.4186006259405985,-0.0441440733848139,-0.3225238247541711,-0.0821297638467513,-0.1669013447826728,-2.026411767816171,-1.3426197685766963,1,Done,tetracene_a=7.4_b=5.9_theta=25.5_R3=2.1_R4=1.9_A2=-2.0_cx=1.4_cy=-0.7_cz=13.2.log
1.4,-0.7,13.2,-2.5,7.4,5.9,25.5,2.1,1.9,-5.322713012807071,,,-0.8433558696415275,-1.6890573718119413,-0.0848882977152243,-0.4433558952296152,-0.0447364429710432,-0.311562480055727,-0.0820582277374342,-0.1665982574922964,-2.02196899720002,-1.3436093516647816,1,Done,tetracene_a=7.4_b=5.9_theta=25.5_R3=2.1_R4=1.9_A2=-2.5_cx=1.4_cy=-0.7_cz=13.2.log
1.5,-0.9,13.2,0.0,7.4,5.8,25.5,2.1,1.9,-5.195596429693978,,,-0.7146272134268656,-1.5569753019372,-0.1021197222871705,-0.2959186558146029,-0.0457090834388509,-0.3436734220013022,-0.08217368950136,-0.1545977562782354,-1.985444149991963,-1.4438691344694234,2,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=0.0_cx=1.5_cy=-0.9_cz=13.2.log
1.5,-0.9,13.1,-0.5,7.3,5.9,25.5,2.1,1.9,-5.050651032244787,,,-0.4502961558755487,-1.607556372997351,-0.1041729350108653,-0.3031902418006211,-0.0489997458644211,-0.3249510335735976,-0.0876041610608808,-0.1630139203043654,-1.874401235487312,-1.5060484728310255,2,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=2.1_R4=1.9_A2=-0.5_cx=1.5_cy=-0.9_cz=13.1.log
1.5,-0.9,13.0,-1.0,7.4,5.9,25.5,2.1,1.9,-4.904055911523756,,,-0.021635289886035,-1.6542343319160864,-0.1096623925259336,-0.3397150888340547,-0.0552246451843529,-0.3261935033369809,-0.0909914600779302,-0.1668605566956102,-1.8255715448176488,-1.5672997240908444,2,Done,tetracene_a=7.4_b=5.9_theta=25.5_R3=2.1_R4=1.9_A2=-1.0_cx=1.5_cy=-0.9_cz=13.0.log
1.4,-0.7,13.3,-1.5,7.4,5.9,25.5,2.1,1.9,-5.261422228417359,,,-1.0898279924876988,-1.551490864600055,-0.0821598841575905,-0.3696322555188089,-0.0395921159069985,-0.3207642866764217,-0.0778200252098031,-0.1594866865780204,-2.05074472312117,-1.246637093834579,1,Done,tetracene_a=7.4_b=5.9_theta=25.5_R3=2.1_R4=1.9_A2=-1.5_cx=1.4_cy=-0.7_cz=13.3.log
1.4,-0.7,13.3,-2.0,7.4,5.9,25.5,2.1,1.9,-5.286025640263688,,,-1.0834951614961028,-1.5988992449129,-0.0809249446028843,-0.3912537400610745,-0.0400552182691171,-0.3097464661113918,-0.0777930422918871,-0.159267685492523,-2.04895192704862,-1.2478255977039223,1,Done,tetracene_a=7.4_b=5.9_theta=25.5_R3=2.1_R4=1.9_A2=-2.0_cx=1.4_cy=-0.7_cz=13.3.log
