cx,cy,cz,A2,a,b,theta,R3,R4,E,E_i01,E_i02,E_ip1,E_ip2,E_ip3,E_ip4,E_it1,E_it2,E_it3,E_it4,machine_type,status,file_name
0.4,1.2,13.4,-1.5,7.4,5.8,25.5,2.1,1.9,-5.012555213819724,-1.2129667898407206,-0.0293662128970026,-0.035225901287049,-1.289629686390981,-0.0287474881624802,-1.573264834121801,-0.0643379727262072,-0.3712236208375543,-2.157966729428153,-0.3344264344777912,1,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=-1.5_cx=0.4_cy=1.2_cz=13.4.log
0.3,1.4,13.6,-0.5,7.4,5.8,25.5,2.1,1.9,-5.3972511604079045,-1.2152396311284974,-0.934723835787736,-0.0290825784904882,-1.4044150706613436,-0.0240612433990463,-1.7293799094622957,-0.0544954783399589,-0.3546799471369013,-2.0612216301378794,-0.2584029703284614,2,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=-0.5_cx=0.3_cy=1.4_cz=13.6.log
0.4,1.3,13.4,-1.0,7.4,5.8,25.5,2.1,1.9,-5.167895000427961,-1.2138302435632795,-0.2959814069326967,-0.0344051184365525,-1.2710453503532335,-0.0275564739713445,-1.7323066159151497,-0.0624108895426616,-0.3794396091252565,-2.1191790812881663,-0.3193028158857487,1,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=-1.0_cx=0.4_cy=1.3_cz=13.4.log
0.4,1.2,13.4,-0.5,7.4,5.8,25.5,2.1,1.9,-5.309155345574254,-1.0183696636231616,-0.2636734269326553,-0.0360404094681143,-1.6753569460124709,-0.0283772572875022,-1.7018610858358445,-0.0638654577778652,-0.3747270090971142,-2.1727834955090657,-0.3359399886103347,2,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=-0.5_cx=0.4_cy=1.2_cz=13.4.log
0.4,1.2,13.5,-1.5,7.4,5.8,25.5,2.1,1.9,-5.178639853955247,-1.2755533821182323,-0.4644239160697907,-0.0332504998659715,-1.3122313417261466,-0.0268109921598806,-1.4959323840448633,-0.0606764518888667,-0.3466327589121647,-2.1546528490725905,-0.3125765360891819,1,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=-1.5_cx=0.4_cy=1.2_cz=13.5.log
0.4,1.3,13.5,-1.0,7.4,5.8,25.5,2.1,1.9,-5.314490121556446,-1.2714256213512272,-0.6558822371298447,-0.0324723874218761,-1.3100777274230495,-0.0257417152170091,-1.6537775045726448,-0.0588685955735854,-0.3540543197304941,-2.1280671328422613,-0.2988114768522791,1,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=-1.0_cx=0.4_cy=1.3_cz=13.5.log
0.4,1.2,13.5,-0.5,7.4,5.8,25.5,2.1,1.9,-5.433063783624675,-1.1435453585581854,-0.6393435834906995,-0.0339520559646189,-1.6324195743072778,-0.0265223376918584,-1.623340759542771,-0.060203936882317,-0.3497188531327992,-2.159497226239182,-0.3140819325926713,2,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=-0.5_cx=0.4_cy=1.2_cz=13.5.log
0.4,1.2,13.6,-1.5,7.4,5.8,25.5,2.1,1.9,-5.184526525554247,-1.263758704182692,-0.7191854459233582,-0.0313767549814656,-1.3086495148018005,-0.0249949782155454,-1.4183570878813043,-0.0572163618053309,-0.3236163197434507,-2.128398458182346,-0.2921341428300366,1,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=-1.5_cx=0.4_cy=1.2_cz=13.6.log
0.4,1.3,13.6,-1.0,7.4,5.8,25.5,2.1,1.9,-5.307180257921573,-1.2569351604906842,-0.8573317725677043,-0.0306350382743403,-1.316856090328656,-0.0240386531222611,-1.5735553712584078,-0.0555214572814293,-0.3303043213090859,-2.1120951208868064,-0.2795833154232241,1,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=-1.0_cx=0.4_cy=1.3_cz=13.6.log
0.4,1.2,13.6,-0.5,7.4,5.8,25.5,2.1,1.9,-5.4059641369385645,-1.1819627758814022,-0.851232375134714,-0.0319841847522184,-1.5727885540109128,-0.0247703297063708,-1.5434562265872955,-0.0567545144585892,-0.3263246527058072,-2.1261758176842704,-0.2936119290534407,2,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=-0.5_cx=0.4_cy=1.2_cz=13.6.log
0.5,1.0,13.4,-1.5,7.4,5.8,25.5,2.1,1.9,-4.948778548743576,-1.1239896370097997,0.2295494331046939,-0.0387148568406701,-1.5938866952201352,-0.0296498476527631,-1.3457893214654175,-0.0666434444719925,-0.3396441800286993,-2.2070386388222687,-0.3842118228785693,1,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=-1.5_cx=0.5_cy=1.0_cz=13.4.log
0.5,1.1,13.4,-1.0,7.4,5.8,25.5,2.1,1.9,-5.146001804387197,-1.1167732718167829,-0.0887512493645772,-0.0378250476205721,-1.6093472865177318,-0.0284400081727653,-1.5095970418769866,-0.064769072283525,-0.3473154898965731,-2.171760026772972,-0.3667902627494186,1,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=-1.0_cx=0.5_cy=1.1_cz=13.4.log
0.4,1.3,13.4,-0.5,7.4,5.8,25.5,2.1,1.9,-5.327710502315313,-1.132014234783128,-0.356558712082915,-0.0347841344773769,-1.5329768094234169,-0.0273606909904629,-1.7890059095807374,-0.0621623955084942,-0.3812273851945065,-2.1279548086458817,-0.3200156672974117,2,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=-0.5_cx=0.4_cy=1.3_cz=13.4.log
0.5,1.0,13.5,-1.5,7.4,5.8,25.5,2.1,1.9,-5.136863375839312,-1.2197300925618038,-0.2850288471672684,-0.0365035117138177,-1.542723294813186,-0.0275727892294526,-1.2754065447952598,-0.0628495190176181,-0.318173297913745,-2.204376741487067,-0.3579812772804871,1,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=-1.5_cx=0.5_cy=1.0_cz=13.5.log
0.4,1.3,13.5,-0.5,7.4,5.8,25.5,2.1,1.9,-5.45508310967125,-1.2177358658518642,-0.7021573345409706,-0.0328024576883763,-1.529789058608003,-0.0255936229368671,-1.7117004425963387,-0.0586163366679102,-0.3556394099141471,-2.131418036413379,-0.2995199355646036,2,Done,tetracene_a=7.4_b=5.8_theta=25.5_R3=2.1_R4=1.9_A2=-0.5_cx=0.4_cy=1.3_cz=13.5.log
