cx,cy,cz,A2,a,b,theta,R3,R4,E,E_i01,E_i02,E_ip1,E_ip2,E_ip3,E_ip4,E_it1,E_it2,E_it3,E_it4,machine_type,status,file_name
1.5,-0.9,18.1,-0.3,7.3,5.9,25.5,2.2,2.1,-5.077381075,-0.811100601,-1.607611594,-0.083822786,-0.323544156,-0.034249496,-0.34045555,-0.079279613,-0.165348885,-1.870293555,-1.362066931,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_A2=-0.3_cx=1.5_cy=-0.9_cz=18.1.log
1.5,-1,18.1,-0.3,7.3,5.9,25.5,2.2,2.1,-5.073631703,-0.688121191,-1.652754663,-0.086514804,-0.295312481,-0.035749245,-0.320914889,-0.080170678,-0.16093749,-1.901612579,-1.391227321,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_A2=-0.3_cx=1.5_cy=-1_cz=18.1.log
1.4,-0.8,18.3,-0.3,7.3,5.9,25.5,2.2,2.1,-5.063610369,-1.164131452,-1.458979575,-0.070105417,-0.323883011,-0.02790537,-0.340436725,-0.072006772,-0.161012791,-2.024855543,-1.113014487,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_A2=-0.3_cx=1.4_cy=-0.8_cz=18.3.log
1.6,-1,18.1,-0.3,7.3,5.9,25.5,2.2,2.1,-5.060494782,-0.876185938,-1.689802854,-0.087048187,-0.284130253,-0.034236945,-0.314897068,-0.077936742,-0.154568263,-1.781701693,-1.40313746,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_A2=-0.3_cx=1.6_cy=-1_cz=18.1.log
1.6,-1.1,18.2,-0.3,7.3,5.9,25.5,2.2,2.1,-5.060193577,-0.982555158,-1.606789556,-0.083722384,-0.243894312,-0.032134787,-0.286301438,-0.074579564,-0.143844117,-1.873876637,-1.350194442,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_A2=-0.3_cx=1.6_cy=-1.1_cz=18.2.log
1.6,-0.9,18.3,-0.3,7.3,5.9,25.5,2.2,2.1,-5.054988382,-1.273713523,-1.513428618,-0.073550447,-0.27422187,-0.026399346,-0.309243203,-0.069157877,-0.144898334,-1.898619357,-1.20703431,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_A2=-0.3_cx=1.6_cy=-0.9_cz=18.3.log
1.4,-1,18.2,-0.3,7.3,5.9,25.5,2.2,2.1,-5.041038835,-0.850953761,-1.565449197,-0.079969874,-0.287895313,-0.033628261,-0.314181707,-0.077936742,-0.159889548,-1.96910128,-1.268072208,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_A2=-0.3_cx=1.4_cy=-1.0_cz=18.2.log
1.5,-1.1,18.2,-0.3,7.3,5.9,25.5,2.2,2.1,-5.037487127,-0.87129136,-1.610479315,-0.083145075,-0.253670917,-0.033546685,-0.291327793,-0.076656622,-0.149554458,-1.91201042,-1.327535056,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_A2=-0.3_cx=1.5_cy=-1.1_cz=18.2.log
1.6,-1,18.3,-0.3,7.3,5.9,25.5,2.2,2.1,-5.036489386,-1.200796861,-1.50887917,-0.075778108,-0.250451791,-0.027560239,-0.291905102,-0.069898339,-0.141170925,-1.910893452,-1.236841035,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_A2=-0.3_cx=1.6_cy=-1_cz=18.3.log
1.4,-0.9,18.3,-0.3,7.3,5.9,25.5,2.2,2.1,-5.032206631,-1.121592549,-1.487430879,-0.072264052,-0.29590234,-0.029016063,-0.320557208,-0.072847636,-0.156758273,-1.996008908,-1.143210268,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_A2=-0.3_cx=1.4_cy=-0.9_cz=18.3.log
1.5,-1,18.3,-0.3,7.3,5.9,25.5,2.2,2.1,-5.0302739,-1.138397267,-1.516321439,-0.075181973,-0.260517052,-0.028834085,-0.29713226,-0.071768319,-0.146755764,-1.946159514,-1.207398266,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_A2=-0.3_cx=1.5_cy=-1_cz=18.3.log
1.6,-1.1,18.1,-0.3,7.3,5.9,25.5,2.2,2.1,-5.026703368,-0.720143026,-1.702001648,-0.089790406,-0.259343608,-0.035761795,-0.297207561,-0.07874623,-0.150451798,-1.822408267,-1.422973051,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_A2=-0.3_cx=1.6_cy=-1.1_cz=18.1.log
1.6,-0.8,18.2,-0.3,7.3,5.9,25.5,2.2,2.1,-5.026173122,-1.271523513,-1.588485089,-0.076374242,-0.320306204,-0.028143824,-0.340618703,-0.072182475,-0.15562248,-1.722841255,-1.262801124,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_A2=-0.3_cx=1.6_cy=-0.8_cz=18.2.log
1.7,-1,18.2,-0.3,7.3,5.9,25.5,2.2,2.1,-5.019308163,-1.191660315,-1.599033532,-0.081670427,-0.256143307,-0.029436494,-0.297402089,-0.071793419,-0.141999238,-1.743015702,-1.334826722,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_A2=-0.3_cx=1.7_cy=-1_cz=18.2.log
1.6,-0.9,18.1,-0.3,7.3,5.9,25.5,2.2,2.1,-5.018906556,-1.00433603,-1.666898739,-0.084356169,-0.311376737,-0.032749747,-0.333753744,-0.077077053,-0.158697279,-1.690894721,-1.37550192,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_A2=-0.3_cx=1.6_cy=-0.9_cz=18.1.log
1.6,-0.8,18.3,-0.3,7.3,5.9,25.5,2.2,2.1,-5.015615267,-1.328796351,-1.512255174,-0.071372987,-0.300294911,-0.025345129,-0.327679447,-0.068379765,-0.148638294,-1.840329952,-1.175395256,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_A2=-0.3_cx=1.6_cy=-0.8_cz=18.3.log
1.4,-0.9,18.1,-0.3,7.3,5.9,25.5,2.2,2.1,-5.015555653,-0.585793135,-1.514275756,-0.083176451,-0.335473121,-0.035855921,-0.346931454,-0.081519824,-0.172251495,-1.977585215,-1.3334462,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_A2=-0.3_cx=1.4_cy=-0.9_cz=18.1.log
1.5,-0.8,18.1,-0.3,7.3,5.9,25.5,2.2,2.1,-5.015160322,-0.905390253,-1.551662802,-0.081206069,-0.354900831,-0.032781122,-0.36144576,-0.078357174,-0.169785381,-1.79402599,-1.329298359,2,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_A2=-0.3_cx=1.5_cy=-0.8_cz=18.1.log
1.7,-1.1,18.2,-0.3,7.3,5.9,25.5,2.2,2.1,-5.010799127,-1.075470564,-1.587198694,-0.084167916,-0.234054955,-0.030823291,-0.281080554,-0.072521331,-0.13834713,-1.795130407,-1.358402272,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_A2=-0.3_cx=1.7_cy=-1.1_cz=18.2.log
1.5,-1.1,18.1,-0.3,7.3,5.9,25.5,2.2,2.1,-5.009349579,-0.535015026,-1.685090254,-0.089300948,-0.269634772,-0.037292919,-0.302616698,-0.081024091,-0.15654492,-1.8982052,-1.41410006,1,Done,hexacene_a=7.3_b=5.9_theta=25.5_R3=2.2_R4=2.1_A2=-0.3_cx=1.5_cy=-1.1_cz=18.1.log
