cx,cy,cz,A2,a,b,theta,R3,R4,E,E_i01,E_i02,E_ip1,E_ip2,E_ip3,E_ip4,E_it1,E_it2,E_it3,E_it4
1.6,-0.8,13.2,-1.5,7.4,5.8,25.5,2.1,1.9,-5.334728888,-1.291018994,-1.705980689,-0.094610938,-0.367188732,-0.044033632,-0.321324026,-0.078789528,-0.151669794,-1.761049084,-1.431141977
1.4,-0.8,13.3,-1.5,7.4,5.8,25.5,2.1,1.9,-5.332161431,-1.098608112,-1.590414055,-0.087816259,-0.369632256,-0.043030871,-0.320764287,-0.07923757,-0.157481165,-2.04205622,-1.298253557
1.5,-0.9,13.1,-1.5,7.4,5.8,25.5,2.1,1.9,-5.331334059,-0.732473598,-1.754152749,-0.104391309,-0.370050177,-0.053266186,-0.32158256,-0.086662269,-0.161445773,-1.89179644,-1.523471288
1.5,-1,13.1,-1.5,7.4,5.8,25.5,2.1,1.9,-5.325489745,-0.667134746,-1.793447425,-0.108104913,-0.336354145,-0.055937496,-0.303353394,-0.087602906,-0.157278479,-1.912853166,-1.535589134
1.5,-0.7,13.2,-1.5,7.4,5.8,25.5,2.1,1.9,-5.317119388,-1.100106606,-1.634092516,-0.091184733,-0.420150576,-0.043722387,-0.347695761,-0.080264177,-0.16220004,-1.867911527,-1.388267356
1.4,-0.9,13.3,-1.5,7.4,5.8,25.5,2.1,1.9,-5.314203977,-1.096144508,-1.617296583,-0.090766812,-0.336464587,-0.044912146,-0.302422169,-0.080140557,-0.153468866,-2.006714229,-1.329876923
1.4,-1,13.2,-1.5,7.4,5.8,25.5,2.1,1.9,-5.314184211,-0.805599848,-1.706938897,-0.100592363,-0.327335571,-0.0522195,-0.296808465,-0.085571029,-0.156585708,-1.977395707,-1.449884445
1.4,-0.7,13.3,-1.5,7.4,5.8,25.5,2.1,1.9,-5.313878299,-1.089827992,-1.551490865,-0.084952304,-0.407046912,-0.041278863,-0.340371464,-0.078299443,-0.161492209,-2.052371229,-1.264231219
1.6,-1,13.1,-1.5,7.4,5.8,25.5,2.1,1.9,-5.305311533,-0.94316008,-1.809787786,-0.108215354,-0.323786375,-0.053972135,-0.297690744,-0.08487261,-0.150828931,-1.792870116,-1.508433638
1.4,-0.7,13.2,-1.5,7.4,5.8,25.5,2.1,1.9,-5.290264471,-0.841000197,-1.550298596,-0.090759281,-0.435473115,-0.04550075,-0.354613431,-0.082683855,-0.169260782,-2.020357551,-1.359139597
1.6,-0.9,13.1,-1.5,7.4,5.8,25.5,2.1,1.9,-5.27974803,-1.019786581,-1.793781261,-0.104529361,-0.356296413,-0.051335338,-0.315288634,-0.083979036,-0.154718238,-1.71543601,-1.505105953
1.5,-0.8,13.1,-1.5,7.4,5.8,25.5,2.1,1.9,-5.267913819,-0.773138756,-1.697395725,-0.100785636,-0.407758508,-0.050717868,-0.34106549,-0.08568649,-0.165616204,-1.830921068,-1.500259066
1.4,-1,13.3,-1.5,7.4,5.8,25.5,2.1,1.9,-5.261867761,-1.077804901,-1.631441914,-0.093822785,-0.307119709,-0.046972888,-0.28518447,-0.081004638,-0.149467234,-1.952509288,-1.357713267
1.6,-0.7,13.3,-1.5,7.4,5.8,25.5,2.1,1.9,-5.239638219,-1.396418083,-1.615667567,-0.085771832,-0.377836321,-0.038127508,-0.327281606,-0.073891185,-0.148478279,-1.775023104,-1.321694192
1.4,-0.9,13.1,-1.5,7.4,5.8,25.5,2.1,1.9,-5.236511964,-0.390208308,-1.681263698,-0.104108929,-0.383497716,-0.055323792,-0.327611676,-0.089407625,-0.168411134,-1.994712473,-1.512973673
1.4,-1,13.1,-1.5,7.4,5.8,25.5,2.1,1.9,-5.220816057,-0.34389305,-1.74887288,-0.107845124,-0.348698522,-0.058039655,-0.308758765,-0.090395953,-0.163968363,-1.976096134,-1.532301609
1.4,-0.8,13.1,-1.5,7.4,5.8,25.5,2.1,1.9,-5.196702102,-0.411862424,-1.593143723,-0.100478156,-0.422506248,-0.05273343,-0.347720861,-0.088377881,-0.17286018,-1.986301329,-1.484940291
1.6,-0.7,13.2,-1.5,7.4,5.8,25.5,2.1,1.9,-5.186230843,-1.307312918,-1.685027502,-0.091480918,-0.404516791,-0.04206576,-0.340520812,-0.077882776,-0.155375869,-1.617498641,-1.400011205
1.6,-0.8,13.1,-1.5,7.4,5.8,25.5,2.1,1.9,-5.167538575,-1.071825986,-1.763561634,-0.100973889,-0.392681953,-0.048834083,-0.334064989,-0.083046556,-0.158623233,-1.581502158,-1.488395362
1.5,-0.7,13.1,-1.5,7.4,5.8,25.5,2.1,1.9,-5.132678512,-0.793669628,-1.624864354,-0.097318016,-0.448886768,-0.04833584,-0.361808461,-0.084668669,-0.169783498,-1.720742234,-1.470042577
1.4,-0.7,13.1,-1.5,7.4,5.8,25.5,2.1,1.9,-5.101121348,-0.414481023,-1.486859845,-0.09697414,-0.465125472,-0.050294927,-0.369297165,-0.087305466,-0.177310481,-1.943508912,-1.451480203
1.6,-0.7,13.1,-1.5,7.4,5.8,25.5,2.1,1.9,-4.964508969,-1.10316509,-1.719884428,-0.097551449,-0.432302934,-0.046498491,-0.354122718,-0.082081446,-0.162528228,-1.380043837,-1.463092903
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
1.5,-0.9,13.2,-2,7.4,5.7,25.5,2.1,1.9,-5.502222289,-1.111160823,-1.730257168,-0.099319773,-0.403795155,-0.051308983,-0.316682962,-0.082510035,-0.156037264,-1.944749499,-1.462663059
1.5,-1,13.2,-2,7.4,5.7,25.5,2.1,1.9,-5.487418073,-1.093176386,-1.733098534,-0.102737192,-0.366341593,-0.053904364,-0.298860423,-0.083359684,-0.152103404,-1.950880272,-1.477015468
1.5,-0.8,13.2,-2,7.4,5.7,25.5,2.1,1.9,-5.457843526,-1.114597067,-1.714254408,-0.096025345,-0.444791638,-0.048842868,-0.335660119,-0.081616461,-0.159969242,-1.901074175,-1.438097925
1.5,-0.9,13.3,-2,7.4,5.7,25.5,2.1,1.9,-5.455309641,-1.270421605,-1.634717516,-0.09286646,-0.377260267,-0.046091865,-0.30431976,-0.078200296,-0.149030487,-1.987281499,-1.377958622
1.6,-1,13.2,-2,7.4,5.7,25.5,2.1,1.9,-5.45305186,-1.277723312,-1.714265703,-0.10291666,-0.352576534,-0.052139806,-0.293333315,-0.080823915,-0.145923686,-1.856532888,-1.473293706
1.4,-0.9,13.2,-2,7.4,5.7,25.5,2.1,1.9,-5.449315665,-0.869912093,-1.71626746,-0.098979663,-0.418600626,-0.053191513,-0.322523825,-0.085052078,-0.162707695,-2.022448415,-1.439369888
1.5,-0.8,13.3,-2,7.4,5.7,25.5,2.1,1.9,-5.441336876,-1.268885461,-1.634299594,-0.089884532,-0.415844602,-0.04394578,-0.322452289,-0.07736257,-0.152763544,-1.973941264,-1.349613367
1.4,-0.8,13.2,-2,7.4,5.7,25.5,2.1,1.9,-5.433647054,-0.860217063,-1.679949692,-0.095645074,-0.461095603,-0.050691513,-0.34212912,-0.084112695,-0.166901345,-2.026411768,-1.411357214
1.6,-0.9,13.2,-2,7.4,5.7,25.5,2.1,1.9,-5.433260194,-1.305107848,-1.723954458,-0.099541912,-0.388690989,-0.04956325,-0.310559719,-0.080009407,-0.149594619,-1.799087485,-1.465859595
1.5,-1,13.3,-2,7.4,5.7,25.5,2.1,1.9,-5.42277513,-1.261160813,-1.625810639,-0.095940004,-0.342530099,-0.048392316,-0.287247723,-0.079004137,-0.145310608,-1.968557856,-1.399361733
1.4,-1,13.2,-2,7.4,5.7,25.5,2.1,1.9,-5.419109844,-0.86595878,-1.735870873,-0.102418417,-0.379841843,-0.055808229,-0.304126487,-0.08594377,-0.158514046,-1.993101655,-1.459538059
1.6,-0.9,13.3,-2,7.4,5.7,25.5,2.1,1.9,-5.415736978,-1.393515222,-1.615293571,-0.09318147,-0.36300575,-0.044515559,-0.298624479,-0.07590361,-0.143005764,-1.895054472,-1.397705106
1.4,-0.8,13.3,-2,7.4,5.7,25.5,2.1,1.9,-5.413489864,-1.099116395,-1.625806874,-0.08943147,-0.431197262,-0.045616212,-0.328447519,-0.079655492,-0.159267685,-2.048951927,-1.315806894
1.6,-1,13.3,-2,7.4,5.7,25.5,2.1,1.9,-5.413317299,-1.376236107,-1.598655771,-0.096229914,-0.329536877,-0.046790911,-0.282125986,-0.076667289,-0.139531241,-1.917332332,-1.414998654
1.5,-1,13.1,-2,7.4,5.7,25.5,2.1,1.9,-5.409678996,-0.774234388,-1.824020968,-0.110035134,-0.39156624,-0.05995105,-0.310775583,-0.087949919,-0.159150341,-1.892966746,-1.534320308
1.5,-0.9,13.1,-2,7.4,5.7,25.5,2.1,1.9,-5.402235472,-0.806701756,-1.802465999,-0.106265053,-0.431454541,-0.057069525,-0.329421415,-0.087044422,-0.163285632,-1.853862206,-1.531354069
1.4,-0.9,13.3,-2,7.4,5.7,25.5,2.1,1.9,-5.401503168,-1.110732861,-1.640033781,-0.092427203,-0.39125374,-0.047794927,-0.309746466,-0.080535261,-0.155286135,-2.024105669,-1.345581616
1.4,-0.7,13.3,-2,7.4,5.7,25.5,2.1,1.9,-5.388674667,-1.083495161,-1.598899245,-0.086523589,-0.474800421,-0.0436132,-0.348470736,-0.07874372,-0.163239196,-2.04597251,-1.282818065
1.5,-0.7,13.3,-2,7.4,5.7,25.5,2.1,1.9,-5.377616373,-1.262070702,-1.623875398,-0.086972886,-0.457890282,-0.041979164,-0.341795912,-0.076489076,-0.156492837,-1.920236448,-1.317105839
1.4,-0.7,13.2,-2,7.4,5.7,25.5,2.1,1.9,-5.371882814,-0.843534083,-1.627286542,-0.092432223,-0.507798662,-0.048329565,-0.363166392,-0.083141937,-0.171082444,-1.997934737,-1.378449962
1.6,-0.8,13.3,-2,7.4,5.7,25.5,2.1,1.9,-5.356569687,-1.399635955,-1.625081472,-0.090210838,-0.400200778,-0.042403361,-0.316153343,-0.075109809,-0.146489072,-1.826599406,-1.371528527
1.4,-1,13.3,-2,7.4,5.7,25.5,2.1,1.9,-5.354419838,-1.112301636,-1.641972787,-0.095529612,-0.355331303,-0.050122989,-0.292141046,-0.081368594,-0.151305211,-1.977832454,-1.370213893
1.5,-0.7,13.2,-2,7.4,5.7,25.5,2.1,1.9,-5.352136329,-1.109387479,-1.684708728,-0.092833829,-0.489889527,-0.046526101,-0.355918652,-0.080688373,-0.163897454,-1.810873378,-1.407044965
1.4,-0.9,13.1,-2,7.4,5.7,25.5,2.1,1.9,-5.349707865,-0.452523816,-1.758697177,-0.106015304,-0.447136016,-0.059136542,-0.33570781,-0.089812996,-0.170394065,-1.985011796,-1.524880676
1.6,-1,13.1,-2,7.4,5.7,25.5,2.1,1.9,-5.34247142,-1.054012232,-1.820470516,-0.110102905,-0.377005498,-0.058000749,-0.304858163,-0.085194523,-0.152560859,-1.74214409,-1.500346917
1.4,-1,13.1,-2,7.4,5.7,25.5,2.1,1.9,-5.341451089,-0.43955946,-1.804467756,-0.10980421,-0.405819502,-0.062048189,-0.316455803,-0.090774342,-0.165984553,-1.978559738,-1.537054997
1.6,-0.8,13.2,-2,7.4,5.7,25.5,2.1,1.9,-5.337566174,-1.317442185,-1.723832721,-0.096282624,-0.428178938,-0.047123491,-0.328880501,-0.079162269,-0.15327371,-1.688323185,-1.44593678
1.5,-0.8,13.1,-2,7.4,5.7,25.5,2.1,1.9,-5.321159298,-0.820444225,-1.763173833,-0.102607925,-0.475170652,-0.05431099,-0.349288381,-0.08609751,-0.167425943,-1.770771096,-1.514366745
1.4,-0.8,13.1,-2,7.4,5.7,25.5,2.1,1.9,-5.299701594,-0.447871457,-1.691264952,-0.102333076,-0.492432197,-0.056342868,-0.356232407,-0.088813373,-0.174807343,-1.961321411,-1.501520988
1.6,-0.9,13.1,-2,7.4,5.7,25.5,2.1,1.9,-5.295851192,-1.098522771,-1.817995617,-0.106372985,-0.415456801,-0.055145579,-0.32283758,-0.084331697,-0.156426948,-1.638815156,-1.508111726
1.6,-0.7,13.3,-2,7.4,5.7,25.5,2.1,1.9,-5.23158852,-1.399620894,-1.627348038,-0.087299191,-0.440685213,-0.04047565,-0.334825531,-0.074280241,-0.1499774,-1.702186764,-1.340016857
1.4,-0.7,13.1,-2,7.4,5.7,25.5,2.1,1.9,-5.192449467,-0.433285615,-1.603388452,-0.098765054,-0.542679433,-0.05367344,-0.378324524,-0.087774216,-0.179230661,-1.89962149,-1.470764841
1.5,-0.7,13.1,-2,7.4,5.7,25.5,2.1,1.9,-5.165182275,-0.821969074,-1.706484579,-0.099081319,-0.523739926,-0.051681724,-0.370468099,-0.085108554,-0.171546801,-1.633978937,-1.487835623
1.6,-0.7,13.2,-2,7.4,5.7,25.5,2.1,1.9,-5.16253983,-1.320115377,-1.713197681,-0.093104914,-0.471612671,-0.044841865,-0.348452538,-0.078279363,-0.156949036,-1.513805752,-1.417843157
1.6,-0.8,13.1,-2,7.4,5.7,25.5,2.1,1.9,-5.157088023,-1.123728593,-1.801824684,-0.102761038,-0.457545151,-0.05241842,-0.342014285,-0.083429337,-0.160298684,-1.474009695,-1.499204221
1.6,-0.7,13.1,-2,7.4,5.7,25.5,2.1,1.9,-4.923392632,-1.135304897,-1.771505911,-0.099278357,-0.504368693,-0.049818019,-0.362453541,-0.082485562,-0.164166029,-1.236734986,-1.478641346
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
1.5,-0.9,13.2,-2.5,7.5,5.7,25.5,2.1,1.9,-5.548460363,-1.129674878,-1.740961234,-0.097698287,-0.427616689,-0.052382025,-0.306040392,-0.081150848,-0.152522581,-1.984252509,-1.453347673
1.5,-0.8,13.2,-2.5,7.5,5.7,25.5,2.1,1.9,-5.531933632,-1.121738131,-1.738047078,-0.094462845,-0.471124468,-0.049818019,-0.324246967,-0.080288649,-0.156294543,-1.968118599,-1.427513086
1.6,-0.9,13.2,-2.5,7.5,5.7,25.5,2.1,1.9,-5.518747764,-1.327617887,-1.721424338,-0.097931721,-0.411582554,-0.050678963,-0.300263535,-0.078677831,-0.146208575,-1.872112706,-1.466999153
1.5,-1,13.2,-2.5,7.5,5.7,25.5,2.1,1.9,-5.517972162,-1.130312428,-1.732132168,-0.101047935,-0.387809965,-0.055066513,-0.288911879,-0.081974769,-0.148754383,-1.969952811,-1.469649755
1.6,-1,13.2,-2.5,7.5,5.7,25.5,2.1,1.9,-5.515948442,-1.318909303,-1.703551598,-0.101234933,-0.373224123,-0.053354665,-0.283752492,-0.079459081,-0.142700794,-1.900353794,-1.476421216
1.5,-0.9,13.1,-2.5,7.5,5.7,25.5,2.1,1.9,-5.50360281,-0.848665859,-1.832474782,-0.104403859,-0.456704288,-0.058265558,-0.318335823,-0.085554713,-0.15953626,-1.917759666,-1.531327086
1.5,-1,13.1,-2.5,7.5,5.7,25.5,2.1,1.9,-5.492288805,-0.841282577,-1.837398226,-0.108113698,-0.41444651,-0.061257526,-0.300453043,-0.08643511,-0.155571024,-1.931288782,-1.5375181
1.5,-0.8,13.3,-2.5,7.5,5.7,25.5,2.1,1.9,-5.474086623,-1.267216284,-1.641728058,-0.088502755,-0.44051704,-0.044757778,-0.311508514,-0.076157751,-0.149330437,-2.01695833,-1.33452489
1.4,-0.8,13.2,-2.5,7.5,5.7,25.5,2.1,1.9,-5.473891781,-0.860990156,-1.725088996,-0.094086967,-0.488450019,-0.051626503,-0.330331304,-0.082774844,-0.163106164,-2.058619974,-1.394103826
1.4,-0.9,13.2,-2.5,7.5,5.7,25.5,2.1,1.9,-5.467505298,-0.880712795,-1.744535531,-0.097348136,-0.443355895,-0.054219374,-0.31156248,-0.083675949,-0.15907755,-2.035799945,-1.423084748
1.5,-0.7,13.2,-2.5,7.5,5.7,25.5,2.1,1.9,-5.466872454,-1.113292474,-1.722093263,-0.091317765,-0.519361162,-0.047389555,-0.343595611,-0.079392565,-0.160060231,-1.91327548,-1.395619263
1.6,-1,13.1,-2.5,7.5,5.7,25.5,2.1,1.9,-5.465370509,-1.125515741,-1.81851896,-0.108183979,-0.399003489,-0.059357426,-0.294855654,-0.083702304,-0.149107671,-1.810800587,-1.519042322
1.5,-0.9,13.3,-2.5,7.5,5.7,25.5,2.1,1.9,-5.464065602,-1.27510785,-1.633058379,-0.091450797,-0.39969877,-0.047018697,-0.294077541,-0.076964729,-0.145758023,-2.007762798,-1.363374034
1.6,-0.8,13.2,-2.5,7.5,5.7,25.5,2.1,1.9,-5.45918326,-1.327976823,-1.730848283,-0.094706319,-0.453472611,-0.048135037,-0.31784511,-0.077857676,-0.149724514,-1.799529252,-1.445579727
1.6,-0.9,13.3,-2.5,7.5,5.7,25.5,2.1,1.9,-5.45697568,-1.402599057,-1.605337498,-0.091752002,-0.384589584,-0.04547565,-0.288706056,-0.074692515,-0.139855036,-1.943469379,-1.389728827
1.5,-0.8,13.1,-2.5,7.5,5.7,25.5,2.1,1.9,-5.45493941,-0.845319976,-1.811023981,-0.100823287,-0.503472608,-0.055421683,-0.337369456,-0.084639804,-0.163504633,-1.868176964,-1.511902514
1.5,-0.7,13.3,-2.5,7.5,5.7,25.5,2.1,1.9,-5.445373647,-1.260135461,-1.641174594,-0.085623739,-0.485283603,-0.04267319,-0.329987429,-0.075317515,-0.152904734,-1.992945405,-1.301766985
1.4,-0.7,13.2,-2.5,7.5,5.7,25.5,2.1,1.9,-5.445346037,-0.84335587,-1.689057372,-0.090933729,-0.5383835,-0.049167919,-0.350337578,-0.081829814,-0.167124738,-2.055123488,-1.360650013
1.6,-0.9,13.1,-2.5,7.5,5.7,25.5,2.1,1.9,-5.44521928,-1.144942196,-1.828142453,-0.104516811,-0.439691237,-0.056390559,-0.312129749,-0.082865833,-0.152806215,-1.7432027,-1.52343803
1.6,-0.8,13.3,-2.5,7.5,5.7,25.5,2.1,1.9,-5.429468779,-1.401745643,-1.621596282,-0.08880396,-0.42391438,-0.043249244,-0.305547169,-0.073925698,-0.143187114,-1.906972142,-1.362955485
1.4,-1,13.2,-2.5,7.5,5.7,25.5,2.1,1.9,-5.425748272,-0.89480667,-1.748412288,-0.100732925,-0.402118448,-0.056922687,-0.293885523,-0.084538775,-0.155050191,-1.992777232,-1.444942804
1.4,-0.7,13.3,-2.5,7.5,5.7,25.5,2.1,1.9,-5.421713383,-1.078163837,-1.633763701,-0.085199543,-0.503256745,-0.044277106,-0.336228643,-0.077554588,-0.159532495,-2.080602904,-1.263578609
1.4,-0.8,13.3,-2.5,7.5,5.7,25.5,2.1,1.9,-5.418195562,-1.092103344,-1.647921581,-0.088073539,-0.45685489,-0.046401854,-0.317166144,-0.078434985,-0.155718489,-2.06307655,-1.296704862
1.5,-1,13.3,-2.5,7.5,5.7,25.5,2.1,1.9,-5.418122143,-1.278817689,-1.616396734,-0.09447414,-0.362369455,-0.049427708,-0.277710826,-0.077742214,-0.142191883,-1.972775978,-1.385813792
1.4,-0.9,13.1,-2.5,7.5,5.7,25.5,2.1,1.9,-5.415310271,-0.483689728,-1.813757414,-0.10416164,-0.473387269,-0.060288651,-0.324284618,-0.088296932,-0.166516681,-2.016874871,-1.513837127
1.4,-1,13.1,-2.5,7.5,5.7,25.5,2.1,1.9,-5.393094534,-0.49510037,-1.838050836,-0.107895324,-0.429575776,-0.063323289,-0.305800683,-0.089219999,-0.162279734,-1.992854416,-1.528867246
1.4,-0.8,13.1,-2.5,7.5,5.7,25.5,2.1,1.9,-5.391224554,-0.463851627,-1.768339495,-0.100540907,-0.521789625,-0.057412145,-0.343918151,-0.087338097,-0.170756139,-2.016687873,-1.488516471
1.4,-0.9,13.3,-2.5,7.5,5.7,25.5,2.1,1.9,-5.387406784,-1.108998423,-1.649912043,-0.091020325,-0.414535616,-0.048688501,-0.299208063,-0.079286516,-0.151890678,-2.023205819,-1.326842284
1.6,-0.7,13.3,-2.5,7.5,5.7,25.5,2.1,1.9,-5.348181761,-1.399976065,-1.631079213,-0.085927454,-0.466999217,-0.041192266,-0.323433714,-0.073126878,-0.146516682,-1.823157514,-1.331076722
1.6,-0.8,13.1,-2.5,7.5,5.7,25.5,2.1,1.9,-5.347914442,-1.152192446,-1.825542052,-0.100991459,-0.48475524,-0.053569274,-0.330509517,-0.081995477,-0.156509779,-1.623924344,-1.511704848
1.5,-0.7,13.1,-2.5,7.5,5.7,25.5,2.1,1.9,-5.3449664,-0.839162848,-1.771967758,-0.097379512,-0.555063971,-0.052697035,-0.357633009,-0.083680341,-0.167466104,-1.773352045,-1.483515844
1.6,-0.7,13.2,-2.5,7.5,5.7,25.5,2.1,1.9,-5.334287748,-1.326003931,-1.730556491,-0.091567514,-0.499961062,-0.045736694,-0.336538633,-0.077001125,-0.153242335,-1.672546329,-1.416315798
1.4,-1,13.3,-2.5,7.5,5.7,25.5,2.1,1.9,-5.330595479,-1.123043979,-1.641005166,-0.094063749,-0.37591363,-0.051113199,-0.282282863,-0.080099141,-0.14807981,-1.966408007,-1.352297228
1.4,-0.7,13.1,-2.5,7.5,5.7,25.5,2.1,1.9,-5.322019614,-0.444750222,-1.701394218,-0.097059482,-0.575199511,-0.054657376,-0.364884515,-0.086333453,-0.174979908,-1.985279115,-1.456454475
1.6,-0.7,13.1,-2.5,7.5,5.7,25.5,2.1,1.9,-5.170459007,-1.154273269,-1.809367354,-0.097562745,-0.534497958,-0.050870981,-0.350074024,-0.08108245,-0.160213343,-1.442123402,-1.488716647
1.6,-1,13.3,-2.5,7.5,5.7,25.5,2.1,1.9,0,0,0,0,0,0,0,0,0,0,0
